Date,Open,High,Low,Close,Adj Close,Volume,O_C,H_C,L_C,C_C,AC_C,V_C
2013/2/11,78.360001,78.389999,78.139999,78.339996,70.895859,2112700,0.004229168,0.000127609,0.001666415,-0.000510347,-0.000510474,-0.519731757
2013/2/12,78.339996,78.599998,78.279999,78.470001,71.013519,1568600,-0.000255296,0.0026789,0.001791656,0.001659497,0.001659617,-0.257537748
2013/2/13,78.68,78.790001,78.339996,78.580002,71.113045,1346500,0.004340107,0.002417341,0.000766441,0.001401822,0.001401508,-0.141591228
2013/2/14,78.349998,78.75,78.279999,78.68,71.203545,1287500,-0.00419423,-0.000507691,-0.000765854,0.001272563,0.001272622,-0.043817304
2013/2/15,78.75,78.830002,78.32,78.589996,71.122108,1248400,0.005105322,0.001015898,0.000510999,-0.001143925,-0.001143721,-0.030368932
2013/2/19,78.709999,79.160004,78.709999,79.139999,71.619827,1763000,-0.000507949,0.004186249,0.004979558,0.006998384,0.006998091,0.412207626
2013/2/20,79.110001,79.129997,78.080002,78.089996,70.669609,2507600,0.005081972,-0.000379068,-0.008004028,-0.013267665,-0.013267527,0.42234827
2013/2/21,77.889999,77.889999,77.25,77.559998,70.189995,2641300,-0.01542159,-0.015670391,-0.010630148,-0.006787015,-0.006786708,0.053317914
2013/2/22,77.919998,78.309998,77.769997,78.309998,70.868721,1833200,0.000385146,0.005392207,0.006731353,0.009669933,0.00966984,-0.305947829
2013/2/25,78.68,78.779999,76.849998,76.870003,69.565544,1979400,0.009753619,0.006001801,-0.011829742,-0.018388393,-0.018388606,0.079751255
2013/2/26,77.190002,77.440002,76.669998,77.360001,70.008987,2505700,-0.018937443,-0.017009355,-0.002342225,0.006374372,0.006374463,0.265888653
2013/2/27,77.269997,78.529999,77.260002,78.309998,70.868721,1442500,0.001036339,0.014075374,0.00769537,0.012280209,0.012280338,-0.424312567
2013/2/28,78.309998,78.809998,78.129997,78.239998,70.805359,1564400,0.013459312,0.003565504,0.011260613,-0.000893883,-0.000894076,0.084506066
2013/3/1,77.959999,78.5,77.510002,78.419998,70.968254,1884800,-0.004469404,-0.003933486,-0.007935428,0.002300614,0.002300603,0.204806955
2013/3/4,78.239998,78.779999,78.099998,78.779999,71.29406,1418100,0.003591573,0.003566866,0.007611869,0.004590679,0.00459087,-0.247612479
2013/3/5,79.150002,79.720001,79.099998,79.57,72.008987,1855000,0.011630931,0.011931988,0.012804098,0.010027939,0.010027862,0.308088287
2013/3/6,79.839996,79.889999,79.519997,79.690002,72.117577,2045000,0.008717549,0.002132439,0.005309722,0.001508131,0.001508006,0.102425876
2013/3/7,79.800003,79.949997,79.720001,79.879997,72.289528,1564000,-0.000500914,0.000751008,0.002515141,0.002384176,0.002384315,-0.235207824
2013/3/8,80.230003,80.360001,79.82,80.269997,72.642464,1984200,0.005388471,0.005128255,0.001254378,0.004882324,0.004882256,0.268670077
2013/3/11,80.190002,80.529999,80.089996,80.5,72.850616,1610000,-0.000498579,0.002115455,0.003382561,0.002865367,0.002865431,-0.18858986
2013/3/12,80.470001,80.57,80.120003,80.360001,72.723907,1505700,0.003491695,0.000496722,0.000374666,-0.001739118,-0.001739299,-0.064782609
2013/3/13,80.370003,80.610001,80.150002,80.510002,72.859673,1021900,-0.001242674,0.000496475,0.000374426,0.001866613,0.001866869,-0.321312346
2013/3/14,80.720001,80.989998,80.68,80.959999,73.266907,1328200,0.004354834,0.004714018,0.006612576,0.00558933,0.005589292,0.299735786
2013/3/15,80.900002,80.970001,80.599998,80.870003,73.185455,1850700,0.002229943,-0.000246907,-0.000991596,-0.001111611,-0.001111716,0.39338955
2013/3/18,80.139999,80.769997,80,80.43,72.78727,1983400,-0.009394351,-0.0024701,-0.007444144,-0.005440868,-0.005440767,0.071702599
2013/3/19,80.599998,80.720001,79.690002,80.209999,72.588165,1522500,0.005739943,-0.000618992,-0.003874975,-0.00273531,-0.002735437,-0.232378744
2013/3/20,80.650002,80.93,80.559998,80.809998,73.131126,1475900,0.000620397,0.002601573,0.010917254,0.007480352,0.007480021,-0.030607553
2013/3/21,80.339996,80.610001,79.989998,80.160004,72.542915,1418500,-0.003843844,-0.003954022,-0.007075472,-0.008043485,-0.008043237,-0.038891524
2013/3/22,80.029999,80.32,79.970001,80.290001,72.992027,1648200,-0.003858564,-0.003597581,-0.000249994,0.001621719,0.006190984,0.161931618
2013/3/25,80.550003,80.699997,79.720001,80.019997,72.746567,2905700,0.006497613,0.004731038,-0.003126172,-0.00336286,-0.003362833,0.762953525
2013/3/26,80.339996,80.629997,80.239998,80.620003,73.292023,1322900,-0.002607163,-0.00086741,0.006522792,0.007498201,0.007498031,-0.544722442
2013/3/27,80.160004,80.709999,80.010002,80.68,73.346573,2494200,-0.002240379,0.000992211,-0.002866351,0.000744195,0.000744283,0.885403281
2013/3/28,80.669998,81.019997,80.580002,80.959999,73.60112,1897700,0.0063622,0.003840887,0.007124109,0.003470488,0.003470469,-0.239154839
2013/4/1,80.949997,81.059998,80.32,80.529999,73.210213,3097600,0.003470919,0.000493718,-0.003226632,-0.005311265,-0.005311156,0.632291722
2013/4/2,80.860001,81.040001,80.540001,80.769997,73.428391,2480900,-0.001111748,-0.000246694,0.002739056,0.002980231,0.002980158,-0.199089618
2013/4/3,80.82,80.879997,79.68,79.889999,72.628365,2266100,-0.000494695,-0.001974383,-0.010677936,-0.01089511,-0.010895322,-0.086581483
2013/4/4,80.010002,80.330002,79.82,80.239998,72.946564,1317800,-0.010022247,-0.006800136,0.001757028,0.004381011,0.004381195,-0.418472265
2013/4/5,79.260002,80.010002,79.139999,79.959999,72.692001,1533500,-0.009373828,-0.003983568,-0.008519181,-0.003489519,-0.003489719,0.163681894
2013/4/8,80,80.470001,79.730003,80.449997,73.137459,1927500,0.009336336,0.005749269,0.007455193,0.006128039,0.00612802,0.256928595
2013/4/9,80.599998,80.989998,80.339996,80.68,73.346573,1178300,0.007499975,0.006461998,0.007650733,0.002858956,0.002859191,-0.388690013
2013/4/10,80.879997,81.800003,80.870003,81.720001,74.292038,2209500,0.003473933,0.010001297,0.00659705,0.012890444,0.012890377,0.875159128
2013/4/11,81.730003,82.279999,81.690002,82.029999,74.57386,1263200,0.010509471,0.005867922,0.010139718,0.003793416,0.003793435,-0.428286943
2013/4/12,81.760002,81.919998,81.32,81.739998,74.310219,1413500,0.00036705,-0.004375316,-0.004529343,-0.003535304,-0.0035353,0.118983534
2013/4/15,81.449997,81.449997,79.739998,79.75,72.501106,3054500,-0.003791646,-0.005737317,-0.019429439,-0.024345462,-0.024345413,1.160948001
2013/4/16,80.360001,80.980003,80.139999,80.93,73.573814,1945500,-0.013382395,-0.005770338,0.005016316,0.014796238,0.014795747,-0.363070879
2013/4/17,80.389999,80.419998,79.290001,79.720001,72.473824,2688400,0.000373295,-0.006915349,-0.010606414,-0.01495118,-0.014950836,0.381855564
2013/4/18,79.849998,79.910004,78.93,79.220001,72.019272,1505800,-0.006717266,-0.006341632,-0.004540308,-0.006271952,-0.006271947,-0.439889897
2013/4/19,79.489998,80.010002,79.230003,79.980003,72.71019,965500,-0.004508453,0.001251383,0.003800874,0.009593562,0.009593515,-0.358812591
2013/4/22,80.129997,80.5,79.550003,80.32,73.019279,1237200,0.008051315,0.006124209,0.004038874,0.004251025,0.004250972,0.281408597
2013/4/23,80.720001,81.239998,80.389999,81.190002,73.810219,1957600,0.007363085,0.009192522,0.010559346,0.010831698,0.010831934,0.582282574
2013/4/24,81.199997,81.5,81.07,81.309998,73.919312,1039800,0.005946432,0.003200419,0.008458776,0.001477965,0.00147802,-0.468839395
2013/4/25,81.540001,82.040001,81.449997,81.639999,74.219315,1120900,0.004187242,0.006625779,0.00468727,0.004058554,0.00405852,0.077995768
2013/4/26,81.529999,81.68,81.220001,81.489998,74.082924,1150200,-0.000122664,-0.004388115,-0.002823769,-0.001837347,-0.001837675,0.026139709
2013/4/29,81.709999,82.190002,81.589996,82.010002,74.555679,2118600,0.002207776,0.006243903,0.004555467,0.0063812,0.00638143,0.841940532
2013/4/30,82.019997,82.300003,81.690002,82.260002,74.782944,1740800,0.003793881,0.001338374,0.001225714,0.003048409,0.003048259,-0.178325309
2013/5/1,82.110001,82.169998,81.379997,81.419998,74.019302,2159700,0.001097342,-0.001579648,-0.003794895,-0.010211573,-0.010211446,0.240636489
2013/5/2,81.610001,82.32,81.610001,82.269997,74.792038,1616200,-0.006089392,0.001825508,0.002826296,0.010439683,0.010439655,-0.251655322
2013/5/3,82.989998,83.379997,82.860001,83.040001,75.492065,2382900,0.016909655,0.012876543,0.01531675,0.009359475,0.009359646,0.474384358
2013/5/6,83.150002,83.459999,83.099998,83.360001,75.782967,1879100,0.001927991,0.000959487,0.002896416,0.003853565,0.003853412,-0.211423056
2013/5/7,83.580002,83.830002,83.309998,83.82,76.201149,1967400,0.005171377,0.004433297,0.002527076,0.005518222,0.005518153,0.046990581
2013/5/8,83.720001,84.209999,83.68,84.209999,76.555695,1734900,0.00167503,0.004532948,0.004441268,0.004652816,0.004652764,-0.118176273
2013/5/9,84.190002,84.349998,83.739998,83.93,76.30117,1495200,0.005613963,0.001662499,0.000716993,-0.003325009,-0.003324704,-0.138163583
2013/5/10,84.040001,84.300003,83.809998,84.300003,76.637527,1333200,-0.001781696,-0.000592709,0.000835921,0.004408471,0.004408281,-0.108346709
2013/5/13,84.190002,84.440002,83.959999,84.32,76.655708,1285300,0.001784876,0.001660724,0.001789775,0.000237212,0.000237234,-0.035928593
2013/5/14,84.400002,85.25,84.400002,85.190002,77.446632,1440100,0.002494358,0.009592586,0.005240627,0.010317861,0.010317875,0.120438808
2013/5/15,85.059998,85.790001,85.019997,85.559998,77.78299,2743600,0.007819858,0.006334323,0.007345912,0.004343186,0.004343094,0.905145476
2013/5/16,85.529999,85.760002,85.099998,85.209999,77.464798,2006200,0.005525523,-0.000349679,0.000940967,-0.004090685,-0.004090766,-0.268770958
2013/5/17,85.57,86.089996,85.459999,86.080002,78.25573,1540200,0.000467684,0.003847878,0.004230329,0.010210105,0.010210212,-0.232279932
2013/5/20,86.010002,86.389999,85.900002,86.07,78.246643,1680900,0.005142012,0.00348476,0.005148643,-0.000116194,-0.000116119,0.091351772
2013/5/21,86.139999,86.480003,85.860001,86.209999,78.373917,1483200,0.001511417,0.001041834,-0.000465669,0.001626571,0.001626575,-0.117615563
2013/5/22,86.279999,87.089996,85,85.360001,77.601166,3378000,0.001625261,0.007053573,-0.010016317,-0.009859622,-0.009859798,1.277508091
2013/5/23,84.489998,85.370003,84.32,85.199997,77.455719,2748400,-0.020746419,-0.019749605,-0.008,-0.001874461,-0.001874289,-0.186382475
2013/5/24,84.660004,85.099998,84.379997,85.089996,77.355713,1151700,0.002012143,-0.003162762,0.000711539,-0.001291092,-0.001291138,-0.580956193
2013/5/28,86.029999,86.419998,85.339996,85.639999,77.855721,2120900,0.016182317,0.015511164,0.011377092,0.00646378,0.00646375,0.841538595
2013/5/29,85.199997,85.32,84.57,85.059998,77.328453,2420800,-0.009647821,-0.012728512,-0.009022686,-0.006772548,-0.006772373,0.141402235
2013/5/30,85.160004,85.769997,85.080002,85.410004,77.646629,1630000,-0.000469401,0.005274226,0.006030531,0.004114813,0.004114604,-0.32666887
2013/5/31,85.18,85.650002,84.199997,84.269997,76.610245,2005100,0.000234805,-0.001399032,-0.010343265,-0.013347465,-0.013347444,0.230122699
2013/6/3,84.449997,84.660004,83.739998,84.610001,76.919342,3620100,-0.008570122,-0.011558645,-0.005463171,0.004034698,0.004034669,0.805446112
2013/6/4,84.720001,84.989998,83.769997,84.199997,76.546608,2311900,0.003197206,0.003897874,0.00035824,-0.00484581,-0.004845777,-0.361371233
2013/6/5,83.989998,84.110001,82.940002,83.010002,75.464783,2944800,-0.008616655,-0.010354124,-0.009908022,-0.014132958,-0.014132893,0.273757515
2013/6/6,82.989998,83.800003,82.529999,83.790001,76.173882,2633900,-0.01190618,-0.003685626,-0.004943369,0.009396446,0.009396423,-0.10557593
2013/6/7,84.349998,84.900002,83.970001,84.830002,77.119347,2391500,0.016387517,0.013126479,0.017448225,0.012411994,0.012411931,-0.092030829
2013/6/10,85.150002,85.160004,84.610001,84.860001,77.146629,3643600,0.009484339,0.00306245,0.00762177,0.000353637,0.000353763,0.523562618
2013/6/11,84.099998,84.720001,83.769997,84,76.364799,2102200,-0.012331227,-0.00516678,-0.009927952,-0.010134351,-0.010134338,-0.423043144
2013/6/12,84.580002,84.629997,83.190002,83.290001,75.719337,2568400,0.005707539,-0.00106237,-0.00692366,-0.008452369,-0.00845235,0.221767672
2013/6/13,83.220001,84.720001,83.029999,84.580002,76.892067,4100100,-0.016079463,0.0010635,-0.001923344,0.015488066,0.015487854,0.596363495
2013/6/14,84.489998,84.809998,83.93,84.099998,76.455704,1653500,0.015260718,0.001062288,0.010839468,-0.005675148,-0.005675007,-0.596717153
2013/6/17,84.669998,85.059998,84.260002,84.690002,76.992081,2416900,0.00213043,0.002947766,0.003931872,0.007015506,0.007015526,0.46168733
2013/6/18,84.790001,85.519997,84.790001,85.330002,77.573906,2095100,0.001417303,0.005407936,0.006290043,0.007556972,0.007556946,-0.133145765
2013/6/19,85.190002,85.470001,84.209999,84.239998,76.582977,4448100,0.004717549,-0.000584612,-0.006840453,-0.012773983,-0.012773999,1.12309675
2013/6/20,83.470001,83.470001,81.900002,82.150002,74.682953,4933200,-0.020190174,-0.023400023,-0.027431386,-0.02481002,-0.024810004,0.1090578
2013/6/21,82.629997,82.779999,81.470001,82.360001,74.873871,4227700,-0.010063544,-0.008266467,-0.005250317,0.002556287,0.00255638,-0.143010622
2013/6/24,81.110001,81.610001,80.190002,80.919998,73.91114,5378400,-0.018395208,-0.014133825,-0.015711292,-0.017484252,-0.012858037,0.272181091
2013/6/25,81.660004,81.989998,81.110001,81.730003,74.651001,2625000,0.006780952,0.004656255,0.011472739,0.010009948,0.010010142,-0.511936635
2013/6/26,82.400002,82.690002,82.050003,82.489998,75.345161,2496900,0.009061939,0.008537676,0.011589224,0.00929885,0.009298737,-0.0488
2013/6/27,83.019997,83.400002,82.989998,83.099998,75.902344,2211600,0.007524211,0.008586286,0.011456368,0.007394836,0.007395073,-0.114261684
2013/6/28,82.93,83.309998,82.510002,82.669998,75.509575,3023200,-0.00108404,-0.001079185,-0.005783781,-0.005174489,-0.005174662,0.366974136
2013/7/1,83.290001,83.940002,83.110001,83.360001,76.139809,2097000,0.004341023,0.007562166,0.007271834,0.008346474,0.008346412,-0.306364117
2013/7/2,83.330002,83.889999,82.940002,83.269997,76.057602,1958500,0.000480262,-0.000595699,-0.00204547,-0.001079702,-0.001079685,-0.066046733
2013/7/3,82.989998,83.589996,82.830002,83.389999,76.167213,1004800,-0.004080211,-0.003576147,-0.00132626,0.001441119,0.001441158,-0.486954302
2013/7/5,84.019997,84.300003,83.330002,84.279999,76.980125,2434000,0.012411122,0.008493923,0.00603646,0.010672743,0.010672729,1.422372611
2013/7/8,84.709999,84.959999,84.559998,84.730003,77.391159,1972700,0.008212354,0.007829134,0.014760542,0.005339393,0.005339482,-0.189523418
2013/7/9,85.230003,85.459999,84.879997,85.330002,77.939186,2229900,0.006138638,0.005885122,0.003784283,0.007081305,0.007081261,0.130379683
2013/7/10,85.290001,85.629997,85.120003,85.370003,77.975723,4399500,0.000703954,0.001989211,0.002827592,0.00046878,0.000468789,0.972958429
2013/7/11,86.43,86.639999,86.110001,86.610001,79.108315,3560300,0.013366151,0.011794955,0.011630615,0.014524985,0.014524931,-0.190748949
2013/7/12,86.540001,86.830002,86.440002,86.690002,79.181404,2141400,0.001272718,0.002193017,0.003832319,0.000923692,0.00092391,-0.398533831
2013/7/15,86.910004,87.110001,86.730003,87.019997,79.48278,2340200,0.004275514,0.00322468,0.00335494,0.00380661,0.003806146,0.092836462
2013/7/16,87.07,87.099998,86.419998,86.629997,79.126579,1637900,0.001840939,-0.000114832,-0.003574369,-0.004481728,-0.004481486,-0.300102555
2013/7/17,87.010002,87.129997,86.760002,86.910004,79.382339,1718700,-0.000689078,0.00034442,0.003934321,0.003232218,0.003232289,0.049331461
2013/7/18,87.089996,87.589996,87.010002,87.400002,79.829887,2100100,0.000919366,0.005279456,0.002881512,0.005637993,0.005637879,0.22191191
2013/7/19,87.199997,87.529999,87.099998,87.529999,79.948639,1604300,0.001263073,-0.000684975,0.001034318,0.00148738,0.001487563,-0.236083996
2013/7/22,87.690002,87.82,87.470001,87.720001,80.122192,2121000,0.005619324,0.003313161,0.004248025,0.002170707,0.002170806,0.322071932
2013/7/23,87.93,88,87.510002,87.559998,79.976028,1915200,0.002736891,0.002049647,0.000457311,-0.00182402,-0.001824264,-0.097029703
2013/7/24,87.949997,87.989998,87.029999,87.209999,79.656357,2997600,0.00022742,-0.000113659,-0.005485122,-0.003997248,-0.003997085,0.565162907
2013/7/25,87,87.57,86.949997,87.529999,79.948639,1781800,-0.010801558,-0.004773247,-0.000919246,0.003669304,0.003669287,-0.40559114
2013/7/26,87.230003,87.57,86.790001,87.540001,79.957756,1845100,0.002643713,0,-0.001840092,0.000114269,0.000114036,0.035525873
2013/7/29,87.419998,87.57,87.019997,87.239998,79.683746,1681800,0.002178092,0,0.002650029,-0.003427039,-0.003426935,-0.088504688
2013/7/30,87.540001,87.620003,87.099998,87.330002,79.765945,1379400,0.001372718,0.000571006,0.00091934,0.001031683,0.001031565,-0.179807349
2013/7/31,87.43,88,87.32,87.419998,79.848145,2211400,-0.00125658,0.004336875,0.002525855,0.001030528,0.001030515,0.603160795
2013/8/1,88.099998,88.599998,88.07,88.529999,80.86203,2416600,0.007663251,0.006818159,0.008589098,0.012697335,0.012697665,0.092791897
2013/8/2,88.43,88.620003,88.190002,88.57,80.898552,2224400,0.003745766,0.00022579,0.001362575,0.000451836,0.000451658,-0.079533229
2013/8/5,88.510002,88.690002,88.339996,88.580002,80.9077,1167300,0.000904693,0.000789878,0.001700805,0.000112928,0.00011308,-0.475229275
2013/8/6,88.510002,88.540001,87.769997,88,80.37793,1587700,0,-0.001691295,-0.006452332,-0.006547776,-0.006547832,0.360147349
2013/8/7,87.660004,87.779999,87.290001,87.650002,80.058228,1542700,-0.009603412,-0.008583713,-0.005468794,-0.00397725,-0.003977485,-0.028342886
2013/8/8,88.089996,88.18,87.559998,88.010002,80.387054,2251200,0.004905225,0.004556858,0.003093103,0.004107245,0.004107335,0.459259739
2013/8/9,87.900002,88.169998,87.470001,87.790001,80.186111,2519700,-0.002156817,-0.000113427,-0.001027832,-0.002499727,-0.002499694,0.119269723
2013/8/12,87.389999,87.830002,87.25,87.730003,80.131317,1102100,-0.005802082,-0.003856142,-0.002515159,-0.000683426,-0.000683335,-0.56260666
2013/8/13,87.919998,88.040001,87.32,87.919998,80.304855,1298200,0.006064756,0.002390971,0.000802292,0.002165679,0.00216567,0.177933037
2013/8/14,87.900002,88,87.440002,87.459999,79.884689,1369500,-0.000227434,-0.00045435,0.001374279,-0.005232018,-0.005232137,0.0549222
2013/8/15,86.82,86.82,86.050003,86.160004,78.697296,2729700,-0.012286712,-0.013409091,-0.015896603,-0.014863881,-0.014863837,0.9932092
2013/8/16,86.080002,86.339996,85.730003,85.879997,78.441521,4926400,-0.008523359,-0.005528726,-0.003718768,-0.003249849,-0.003250112,0.804740448
2013/8/19,85.650002,86.059998,85.300003,85.300003,77.911774,2112200,-0.004995353,-0.00324297,-0.005015747,-0.00675354,-0.0067534,-0.571248782
2013/8/20,85.43,86.139999,85.360001,85.860001,78.423264,2044700,-0.002568616,0.000929596,0.000703376,0.006565041,0.00656499,-0.031957201
2013/8/21,85.629997,86.089996,85.120003,85.360001,77.966583,3102600,0.002341063,-0.000580485,-0.002811598,-0.005823433,-0.005823285,0.517386414
2013/8/22,85.550003,86.279999,85.550003,86.120003,78.660767,2065100,-0.000934182,0.002207028,0.005051692,0.008903491,0.008903609,-0.334396957
2013/8/23,86.410004,86.559998,85.989998,86.480003,78.989571,1267900,0.010052612,0.003245236,0.005143132,0.004180214,0.004180025,-0.386034575
2013/8/26,86.589996,86.860001,86.139999,86.260002,78.788643,1982000,0.002083,0.003465839,0.001744401,-0.002543952,-0.002543728,0.563214765
2013/8/27,85.370003,85.650002,84.68,84.730003,77.391159,2180200,-0.014089307,-0.013930451,-0.016949141,-0.017737062,-0.017737125,0.1
2013/8/28,84.720001,85.339996,84.599998,85.040001,77.674301,1444100,-0.007613939,-0.003619451,-0.000944757,0.003658657,0.003658583,-0.337629575
2013/8/29,84.879997,85.68,84.849998,85.269997,77.884369,1291300,0.001888527,0.003984111,0.002955083,0.002704563,0.002704472,-0.105809847
2013/8/30,85.440002,85.449997,84.620003,84.769997,77.427673,2437700,0.006597609,-0.002684442,-0.002710607,-0.005863727,-0.00586377,0.887787501
2013/9/3,85.769997,85.919998,84.839996,85.199997,77.820442,1807200,0.003862301,0.005500304,0.002599775,0.005072549,0.005072721,-0.258645444
2013/9/4,85.269997,86.080002,85.120003,85.959999,78.514618,2610800,-0.005829544,0.001862244,0.003300413,0.008920212,0.008920227,0.444665781
2013/9/5,86.010002,86.269997,85.989998,86.059998,78.605934,1511200,0.008678375,0.002207191,0.010220806,0.00116332,0.001163045,-0.421173587
2013/9/6,86.400002,86.639999,85.309998,86.129997,78.669884,1807600,0.004534356,0.004288884,-0.007907896,0.000813374,0.000813552,0.196135521
2013/9/9,86.43,87.129997,86.419998,87.099998,79.555885,1811100,0.000347199,0.005655563,0.013011371,0.011262058,0.011262264,0.001936269
2013/9/10,87.660004,87.779999,87.43,87.779999,80.176964,3454900,0.014231216,0.00746014,0.011687133,0.00780713,0.007806827,0.9076252
2013/9/11,87.699997,88.019997,87.489998,88.010002,80.387054,1573200,0.000456229,0.002734085,0.00068624,0.002620221,0.002620329,-0.544646734
2013/9/12,88.029999,88.120003,87.650002,87.739998,80.140427,1124600,0.003762851,0.001136174,0.001828826,-0.003067879,-0.003067994,-0.285151284
2013/9/13,87.870003,88,87.620003,87.919998,80.304855,1793300,-0.001817517,-0.001361813,-0.000342259,0.002051516,0.002051748,0.594611417
2013/9/16,88.93,89,88.300003,88.43,80.770683,2519600,0.012063241,0.011363636,0.007760785,0.005800751,0.005800745,0.405007528
2013/9/17,88.540001,88.900002,88.540001,88.900002,81.199959,1656800,-0.00438546,-0.001123573,0.002717984,0.005314961,0.00531475,-0.342435307
2013/9/18,88.919998,90.120003,88.580002,89.940002,82.149887,2702700,0.004291812,0.013723296,0.000451784,0.011698537,0.011698627,0.631277161
2013/9/19,90.07,90.230003,89.660004,89.800003,82.022018,2644500,0.012932996,0.001220595,0.012192391,-0.001556582,-0.001556533,-0.021534022
2013/9/20,89.889999,90,89.080002,89.199997,81.473991,2673500,-0.001998457,-0.002549075,-0.006468904,-0.006681581,-0.006681462,0.010966156
2013/9/23,88.510002,88.68,87.989998,88.370003,81.105949,2586500,-0.015352064,-0.014666667,-0.012236237,-0.009304866,-0.004517294,-0.032541612
2013/9/24,88.239998,88.760002,88.010002,88.230003,80.977463,4013500,-0.003050548,0.000902143,0.000227344,-0.001584248,-0.001584175,0.551710806
2013/9/25,88.339996,88.5,87.949997,88.07,80.830597,1345300,0.00113325,-0.00292927,-0.000681798,-0.001813476,-0.001813665,-0.664806279
2013/9/26,88.220001,88.660004,88.099998,88.410004,81.142654,1210000,-0.001358332,0.001807955,0.001705526,0.003860611,0.00386063,-0.100572363
2013/9/27,87.989998,88.150002,87.790001,88.059998,80.821426,1938800,-0.002607153,-0.005752335,-0.003518695,-0.003958896,-0.003958806,0.60231405
2013/9/30,87.379997,87.879997,87.099998,87.650002,80.445137,2522100,-0.006932618,-0.003063018,-0.007859699,-0.004655871,-0.004655807,0.3008562
