Code,Date,Open,High,Low,Close,Volume,SOX_Open,SOX_High,SOX_Low,SOX_Close
52,1/31/13,32.65,32.65,32.61,32.61,12,414.929993,416.149994,411.959991,412.730011
52,2/1/13,33.11,33.11,33.11,33.11,2,415.73999,420.950012,415.230011,420.549988
52,2/4/13,33.2,33.2,33.01,33.01,3,417.549988,421.540009,414.119995,414.179993
52,2/5/13,32.69,32.71,32.69,32.71,5,416.5,421.420013,415.329987,420.690002
52,2/6/13,33.06,33.21,33.06,33.21,9,417.790009,421.829987,417.73999,421.559998
52,2/18/13,33.53,33.8,33.52,33.52,14,431.059998,432.220001,426.730011,428.5
52,2/19/13,33.84,33.87,33.71,33.84,5,428.690002,433.700012,428.23999,433.640015
52,2/20/13,34.12,34.13,34,34.11,5,433.76001,433.929993,423.779999,423.950012
52,2/21/13,33.97,33.97,33.75,33.75,2,422.369995,422.399994,413.299988,416.269989
52,2/22/13,33.75,33.75,33.75,33.75,1,420.429993,425.26001,419.079987,424.980011
52,2/23/13,33.73,33.73,33.73,33.73,4,420.429993,425.26001,419.079987,424.980011
52,2/25/13,33.53,33.62,33.53,33.61,23,427.660004,428.589996,416.660004,416.660004
52,2/26/13,33.11,33.4,33.11,33.18,69,419.51001,420.890015,416.25,419.890015
52,2/27/13,33.17,33.25,32.93,33.16,61,419.859985,428.529999,419.480011,426.459991
52,3/1/13,33.21,33.63,33.21,33.41,14,423.570007,426.420013,419.290009,425.089996
52,3/4/13,33.43,33.5,33.21,33.21,31,424.309998,424.630005,420.839996,424.01001
52,3/5/13,33.53,33.53,33.53,33.53,1,428.140015,433.23999,428.089996,432.390015
52,3/6/13,33.9,33.9,33.63,33.7,60,434,435.25,431.600006,432.959991
52,3/7/13,33.64,33.71,33.52,33.52,67,434.559998,436.98999,433.329987,434.679993
52,3/8/13,33.68,33.75,33.67,33.75,58,436,437.529999,431.519989,435.26001
52,3/11/13,33.6,33.72,33.58,33.72,32,433.890015,436.359985,431.890015,435.850006
52,3/12/13,33.63,33.73,33.63,33.63,9,434.859985,438.079987,434.309998,437.670013
52,3/13/13,33.59,33.66,33.37,33.66,113,437.559998,440.190002,435.269989,439.140015
52,3/14/13,33.55,33.63,33.5,33.54,39,441.440002,443.410004,440.570007,441.529999
52,3/15/13,33.34,33.34,33.34,33.34,2,441.51001,441.51001,432.959991,434.179993
52,3/18/13,32.95,32.95,32.59,32.59,3,429.049988,432.109985,426.299988,428.390015
52,3/19/13,32.86,32.87,32.86,32.87,3,429.730011,430.869995,422.899994,426.730011
52,3/20/13,32.87,32.87,32.87,32.87,0,430.309998,432.940002,429.519989,432.01001
52,3/21/13,32.87,32.87,32.87,32.87,0,428.769989,429.799988,424.649994,425.25
52,3/22/13,32.5,32.5,32.31,32.31,3,429.299988,432.01001,427.73999,430.079987
52,3/25/13,32.8,32.8,32.78,32.78,2,431.570007,433.089996,426.700012,429.170013
52,3/26/13,32.73,32.73,32.73,32.73,1,431.190002,433.279999,429.809998,433.070007
52,3/27/13,32.99,33.09,32.99,33.07,5,429.410004,434.220001,427.950012,433.529999
52,3/28/13,33.07,33.07,33.07,33.07,0,433.589996,437.059998,431.950012,436.660004
52,3/29/13,32.86,33.07,32.86,32.92,27,433.589996,437.059998,431.950012,436.660004
52,4/1/13,33.02,33.03,33.02,33.03,2,435.660004,435.75,426.540009,427.799988
52,4/2/13,33,33,33,33,1,429.140015,429.549988,422.480011,424.209991
52,4/3/13,33,33,32.98,32.98,8,424.540009,425.410004,414.230011,415.809998
52,4/8/13,32.69,32.71,32.49,32.49,5,419.220001,424.200012,415.570007,424.170013
52,4/9/13,32.49,32.49,32.16,32.16,13,424.959991,430.950012,421.660004,428.140015
52,4/10/13,32.22,32.22,32.13,32.14,25,428.940002,437.649994,428.940002,437.339996
52,4/11/13,32.69,32.69,32.69,32.69,1,434.209991,438.140015,432.940002,435.630005
52,4/12/13,32.87,32.87,32.84,32.84,11,433.720001,434.799988,428.700012,433.630005
52,4/15/13,32.69,32.69,32.41,32.41,8,430.769989,432.309998,422.480011,422.670013
52,4/16/13,32.41,32.41,32.41,32.41,8,425.820007,432.209991,425.23999,431.850006
52,4/17/13,32.5,32.59,32.5,32.55,53,426.220001,426.220001,415.76001,417.649994
52,4/18/13,32.55,32.6,32.55,32.6,3,421.119995,423.5,412.690002,413.880005
52,4/19/13,33,33.95,33,33.74,6,413.359985,417.98999,410.679993,416.970001
52,4/22/13,33.76,34.29,33.76,34.29,6,417.630005,422.910004,412.429993,421.369995
52,4/23/13,33.86,33.86,33.8,33.81,6,425.359985,431.179993,424.570007,430.209991
52,4/24/13,33.81,33.81,33.81,33.81,2,430.679993,436.899994,429.329987,435.649994
52,4/25/13,33.9,34.29,33.9,34.19,17,436.179993,442.690002,435.790009,439.980011
52,4/26/13,34.28,34.68,34.28,34.5,57,435.309998,437.170013,434.089996,435.290009
52,4/29/13,34.42,34.65,34.42,34.65,14,436.679993,441.769989,435.709991,440.799988
52,4/30/13,34.7,35.05,34.7,35.05,41,440.200012,444.369995,438.649994,444.359985
52,5/2/13,35,35,34.96,35,10,440.459991,447.320007,440.459991,446.890015
52,5/3/13,35.3,35.45,35.19,35.19,36,450.320007,453.709991,450.170013,450.920013
52,5/6/13,35.24,35.27,35.24,35.26,7,451.75,455.549988,451.540009,453.470001
52,5/7/13,35.31,35.69,35.31,35.69,34,454.119995,455.350006,451.179993,453.619995
52,5/8/13,35.57,36.1,35.57,36.1,26,452.890015,459.779999,452.859985,459.470001
52,5/9/13,36.26,36.3,36.2,36.2,12,458.600006,463.730011,458.390015,461.850006
52,5/10/13,35.95,36.05,35.77,35.77,5,462.950012,466.01001,462.559998,465.940002
52,5/13/13,35.77,36.13,35.77,35.97,6,463.73999,464.829987,460.589996,461.279999
52,5/14/13,36.16,36.3,36.11,36.11,38,461.369995,464.359985,460.630005,463.329987
52,5/15/13,36.3,36.3,35.93,35.93,20,462.660004,469.329987,462.5,467.820007
52,5/16/13,36.41,36.61,36.33,36.33,28,468.670013,470.01001,464.140015,464.279999
52,5/17/13,36.11,36.25,36.11,36.25,20,466.450012,470.769989,466.029999,470.630005
52,5/20/13,36.15,36.29,36.15,36.29,9,469.600006,472.100006,468.679993,469.119995
52,5/21/13,36.29,36.38,36.15,36.15,19,469.450012,470.769989,467.570007,469.029999
52,5/22/13,36.29,36.44,36.14,36.14,16,469.290009,473.859985,459.600006,461.619995
52,5/23/13,35.77,35.88,35.33,35.33,10,456.350006,462.390015,454.809998,461.75
52,5/24/13,35.28,35.39,35.28,35.39,4,460.029999,461.51001,457.130005,461.5
52,5/27/13,35.26,35.31,35.26,35.26,6,460.029999,461.51001,457.130005,461.5
52,5/28/13,35.88,35.88,35.88,35.88,3,465.799988,469.350006,464.709991,465.940002
52,5/29/13,35.13,35.81,35.13,35.74,18,463.390015,468.98999,462.980011,467.290009
52,5/30/13,35.57,35.63,35.46,35.46,5,469.079987,476.5,468.980011,474.429993
52,5/31/13,35.46,35.46,35.46,35.46,0,471.73999,475.619995,468.559998,468.630005
52,6/3/13,34.93,35.03,34.89,35.03,12,470.640015,474.119995,465.01001,470.720001
52,6/4/13,35.32,35.32,35.32,35.32,2,473.109985,477.579987,470.540009,472.450012
52,6/5/13,35.33,35.35,35.33,35.35,2,470.559998,471.730011,464.75,465.290009
52,6/6/13,34.68,34.68,34.45,34.45,5,466.170013,468.5,460,464.660004
52,6/7/13,35.03,35.03,34.82,34.82,6,467.529999,471.970001,464.100006,471.470001
52,6/10/13,34.93,34.93,34.93,34.93,5,471.859985,474.869995,470.350006,473.970001
52,6/11/13,34.8,34.86,34.8,34.86,2,468.179993,470.670013,463.309998,463.429993
52,6/13/13,33.9,33.9,33.89,33.89,2,458.829987,468.079987,456.5,467.380005
52,6/14/13,33.93,34.01,33.8,33.8,11,467.619995,469.630005,464.649994,465.529999
52,6/17/13,33.87,33.87,33.87,33.87,1,470.600006,475.329987,469.820007,472.339996
52,6/18/13,33.93,33.93,33.93,33.93,3,473.190002,480.519989,473.130005,480.059998
52,6/19/13,34.21,34.21,34.21,34.21,1,479.76001,482.059998,474.350006,474.51001
52,6/20/13,33.52,33.55,33.08,33.08,138,468.200012,468.26001,458.220001,459.720001
52,6/21/13,32.58,32.58,32.33,32.5,18,462.140015,464.329987,455.790009,460.850006
52,6/24/13,32.5,32.5,32.5,32.5,0,458.049988,458.070007,448.230011,451.549988
52,6/25/13,32.05,32.45,31.85,32.28,56,456.799988,463.619995,455.369995,462.51001
52,6/26/13,32.58,32.58,32.58,32.58,2,466.809998,467.200012,462.200012,464.929993
52,6/27/13,33.19,33.43,33.19,33.43,2,467.880005,470.850006,466.660004,466.73999
52,6/28/13,33.43,33.43,33.43,33.43,0,464.140015,471.130005,463.029999,468.429993
52,7/1/13,33.78,33.81,33.78,33.81,8,470.019989,472.76001,467.290009,467.730011
52,7/2/13,33.81,33.81,33.81,33.81,0,466.880005,472.880005,465.26001,468.179993
52,7/3/13,34.1,34.1,33.59,33.59,16,465.75,471.709991,465.119995,469.799988
52,7/4/13,33.86,33.91,33.81,33.88,19,465.75,471.709991,465.119995,469.799988
52,7/5/13,34.42,34.5,34.42,34.5,28,472.279999,476.320007,470.540009,476.119995
52,7/8/13,33.59,33.59,33.59,33.59,1,477.470001,477.75,464.839996,466.5
52,7/9/13,35.8,35.8,33.66,33.66,3,470.600006,472.579987,469.299988,471.410004
52,7/10/13,34.1,34.1,34.1,34.1,1,470.329987,477.609985,470.140015,476.700012
52,7/11/13,34.56,34.71,34.56,34.71,6,481.059998,486.850006,481.059998,486.559998
52,7/12/13,34.7,34.7,34.63,34.63,11,487.940002,490.119995,486.730011,489.609985
52,7/15/13,34.62,34.71,34.62,34.71,7,489.799988,490.5,488.329987,489.329987
52,7/16/13,34.51,34.51,34.51,34.51,1,490.299988,493.230011,488.98999,491.059998
52,7/17/13,35,35,34.61,34.61,3,491.339996,493.200012,489.920013,491.579987
52,7/18/13,33.8,33.8,33.8,33.8,1,492.100006,492.100006,485.73999,487.220001
52,7/19/13,33.8,33.8,31.99,31.99,47,484.420013,486.220001,481.73999,486.170013
52,7/22/13,32.45,32.48,32.15,32.15,12,487.01001,487.01001,483.100006,485.149994
52,7/23/13,32.54,33.35,32.54,33.1,5,486.73999,490.119995,482.790009,483.519989
52,7/24/13,33.26,33.5,33.03,33.03,7,483.23999,483.660004,473.950012,474.690002
52,7/25/13,33.44,33.44,33.44,33.44,1,473.429993,477.429993,471.899994,477.399994
52,7/26/13,33.44,33.44,33.44,33.44,5,472.950012,473.160004,470.470001,473.119995
52,7/29/13,33.28,33.3,33.25,33.27,26,471.76001,473.630005,469.130005,469.970001
52,7/30/13,33.18,33.24,33.17,33.17,21,471.109985,476.519989,471.100006,475.589996
52,7/31/13,32.3,33.12,32.3,33.12,11,476.109985,480.700012,475.850006,477.779999
52,8/1/13,32.95,32.95,32.94,32.95,7,481.929993,486.790009,481.76001,486.600006
52,8/2/13,33.41,33.41,33.07,33.07,13,483.980011,483.980011,480.429993,483.380005
52,8/5/13,32.9,32.9,32.71,32.71,2,481.48999,482.75,480.559998,482.140015
52,8/6/13,32.75,32.75,32.49,32.49,2,481.339996,482.029999,477.109985,478.679993
52,8/7/13,32.34,32.34,32.09,32.09,12,477.220001,477.220001,472.200012,474.119995
52,8/8/13,31.88,31.88,31.87,31.87,7,475.540009,476.470001,471.589996,474.309998
52,8/9/13,31.87,31.87,31.87,31.87,0,472.709991,474.609985,470.929993,471.76001
52,8/12/13,31.86,32.06,31.86,32,4,470.149994,475.029999,469.820007,473.619995
52,8/13/13,32.34,32.34,32.34,32.34,2,475.529999,479.76001,472.23999,479.070007
52,8/14/13,32.39,32.49,32.39,32.49,2,472.809998,475.730011,470.839996,471.339996
52,8/15/13,32.49,32.49,32.49,32.49,0,464.519989,465.429993,460.51001,460.839996
52,8/16/13,32.5,32.5,32.5,32.5,1,460.339996,466.75,460.339996,462.459991
52,8/19/13,32.17,32.43,32.11,32.43,6,462.140015,464.070007,459.040009,459.290009
52,8/20/13,32.28,32.28,31.99,31.99,4,459.619995,463.540009,458.75,461.829987
52,8/22/13,31.57,31.58,31.57,31.58,2,460.170013,464.730011,460.109985,463.829987
52,8/23/13,32.46,32.5,32.4,32.5,5,464.380005,464.910004,461.25,463.820007
52,8/26/13,32.42,32.42,32.42,32.42,3,464.619995,465.839996,462.190002,462.920013
52,8/27/13,32.61,32.61,32.6,32.6,3,458.089996,458.089996,450.559998,451.209991
52,8/28/13,32.01,32.17,32.01,32.17,2,452.209991,458.720001,452.200012,456.390015
52,8/29/13,32.62,32.62,32.62,32.62,1,456.170013,463.140015,456.170013,461.820007
52,8/30/13,32.97,33.02,32.97,33.02,5,461.890015,462.290009,456.230011,457.700012
52,9/2/13,33.22,33.46,33.22,33.46,4,461.890015,462.290009,456.230011,457.700012
52,9/3/13,33.74,33.74,33.59,33.59,8,462.940002,467.209991,459.230011,461.640015
52,9/4/13,33.55,33.55,33.5,33.5,5,464.549988,474.470001,463.170013,473.559998
52,9/5/13,33.59,33.7,33.59,33.7,3,474.230011,478,474.130005,477.040009
52,9/6/13,33.7,33.7,33.7,33.7,0,478.899994,479.119995,471.23999,475.100006
52,9/9/13,33.76,33.77,33.75,33.77,6,477.190002,482.540009,477.059998,481.420013
52,9/10/13,33.82,34.2,33.82,34.15,43,485.420013,490.679993,485.420013,490.649994
52,9/11/13,34.15,34.15,33.95,33.95,11,488.720001,490.350006,484.76001,489.040009
52,9/12/13,34.03,34.22,34.03,34.22,2,489.01001,490.160004,485.579987,486.059998
52,9/13/13,34.13,34.13,34.13,34.13,1,486.950012,488.369995,483.799988,488.230011
52,9/14/13,34.13,34.13,34.13,34.13,0,486.950012,488.369995,483.799988,488.230011
52,9/16/13,34.27,34.27,34.27,34.27,4,492.179993,493.880005,489.640015,490.350006
52,9/17/13,34.48,34.49,34.48,34.49,2,492.380005,494.369995,491.700012,493.399994
52,9/18/13,34.17,34.17,34.17,34.17,1,493.299988,498.070007,491.290009,497.670013
52,9/23/13,34.01,34.27,34.01,34.27,10,494.829987,496.26001,489.23999,491.290009
52,9/24/13,34.45,34.45,34.45,34.45,1,493.690002,497.01001,491.01001,494.730011
52,9/25/13,34.41,34.41,34.41,34.41,1,495.290009,497.660004,492.01001,494.950012
52,9/26/13,33.96,33.96,33.96,33.96,1,496.769989,498.079987,492.820007,494.709991
52,9/27/13,33.82,34.14,33.78,34.14,5,492.149994,493.100006,489.779999,490.809998
52,9/30/13,33.56,33.56,33.56,33.56,17,485.410004,492.630005,484.549988,490.829987
52,10/1/13,33.56,33.56,33.56,33.56,0,491.48999,496.859985,491.450012,495.769989
52,10/2/13,33.69,33.69,33.69,33.69,3,492.670013,495.429993,491.899994,495.100006
52,10/3/13,33.9,34.41,33.9,34.41,27,495.369995,497.480011,488.910004,493.799988
52,10/4/13,33.99,34.39,33.99,34.39,15,494.089996,498.859985,493.890015,497.720001
52,10/7/13,34.02,34.02,34.02,34.02,1,492.790009,498.700012,492.209991,495.089996
52,10/8/13,33.84,33.99,33.84,33.99,13,495.630005,496.589996,485.320007,486.820007
52,10/9/13,33.99,33.99,33.99,33.99,0,487.890015,488.640015,480.130005,485.109985
52,10/11/13,34.2,34.42,34.2,34.38,39,493.519989,498.920013,492.73999,497.380005
52,10/14/13,34.08,34.08,34.02,34.02,15,493.950012,501.790009,493.720001,500.980011
52,10/15/13,34.15,34.33,34.15,34.33,26,500.410004,502.130005,496.119995,496.5
52,10/16/13,34.46,34.46,34.46,34.46,21,497.040009,501.950012,497,501.579987
52,10/17/13,34.46,35.2,34.46,35.2,4,497.940002,505.410004,496.410004,505.089996
52,10/18/13,35.7,35.7,35.7,35.7,1,504.5,506.769989,502.269989,506.440002
52,10/21/13,34.96,35,34.92,35,8,507.079987,508.480011,505.970001,508.040009
52,10/22/13,35.01,35.17,35.01,35.17,6,507.769989,508.75,504.279999,507.119995
52,10/23/13,35.17,35.17,35.17,35.17,1,497.160004,497.160004,487.720001,490.109985
52,10/24/13,35.17,35.17,35.17,35.17,0,493.859985,496.329987,493.140015,494.149994
52,10/25/13,36,36,36,36,1,495.820007,496.839996,494.339996,496.299988
52,10/28/13,34.91,34.91,34.91,34.91,2,496.309998,500.26001,495.410004,499.48999
52,10/29/13,34.79,34.92,34.78,34.92,7,501.540009,507.070007,501.540009,507.040009
52,10/30/13,34.94,35.06,34.91,35.06,48,507.390015,508.75,502.329987,504.329987
52,10/31/13,34.58,34.65,34.57,34.6,29,505.390015,510.170013,505.040009,507.089996
52,11/1/13,34.9,34.98,34.61,34.83,54,507.929993,509.290009,503.570007,505.399994
52,11/4/13,34.8,34.81,34.8,34.8,91,506.25,506.359985,503.570007,504.679993
52,11/5/13,34.91,34.91,34.8,34.8,3,501.390015,505.070007,498.75,503.130005
52,11/6/13,34.8,34.8,34.8,34.8,0,504.709991,505.079987,501.769989,504.910004
52,11/7/13,34.33,34.37,34.2,34.2,55,503.980011,504.200012,494.440002,495.200012
52,11/8/13,33.94,34.04,33.94,34.01,33,496.089996,500.98999,493.459991,500.980011
52,11/11/13,34.01,34.01,34.01,34.01,0,499.709991,501.290009,497.820007,500.399994
52,11/12/13,33.95,33.95,33.95,33.95,1,499.209991,503.880005,499.070007,503.609985
52,11/13/13,33.6,33.6,33.58,33.58,3,501.429993,508.130005,500.700012,508
52,11/14/13,33.57,33.6,33.36,33.39,33,506.640015,507.410004,504.619995,505.390015
52,11/15/13,33.48,33.48,33.44,33.45,15,507.220001,509.470001,503,508.940002
52,11/18/13,33.45,33.45,33.45,33.45,0,508.839996,509.709991,503.26001,504.220001
52,11/19/13,33.78,33.78,33.78,33.78,2,503.670013,504.929993,497.299988,497.880005
52,11/20/13,33.71,33.71,33.48,33.48,22,498.48999,499.820007,494.299988,495.630005
52,11/21/13,33.24,33.24,32.91,33,118,497.429993,504.519989,497.100006,504.230011
52,11/22/13,33.1,33.17,33.07,33.07,40,502.980011,505.100006,502.01001,504.609985
52,11/25/13,33.3,33.5,33.3,33.5,64,505.040009,505.309998,500.649994,504.01001
52,11/26/13,33.49,33.74,33.49,33.72,20,505.230011,509.299988,504.630005,508.320007
52,11/27/13,34.29,34.36,34.29,34.36,3,506.359985,510.220001,505.140015,510.01001
52,11/28/13,34.45,34.45,34.45,34.45,1,506.359985,510.220001,505.140015,510.01001
52,11/29/13,34.27,34.27,34.23,34.23,42,510.380005,512.450012,509.779999,510.25
52,12/2/13,34.28,34.28,34.17,34.17,7,510.440002,512.070007,508.779999,509.399994
52,12/3/13,34.16,34.25,34.16,34.25,28,508.380005,512.890015,508.079987,511.200012
52,12/4/13,34.43,34.51,34.43,34.51,24,509.070007,512.27002,505.209991,508.769989
52,12/5/13,34.16,34.16,33.9,33.9,25,509.299988,511.910004,508.529999,509.950012
52,12/6/13,34.08,34.08,34.08,34.08,6,515.73999,517.039978,514.400024,515.630005
52,12/9/13,34.35,34.47,34.26,34.26,25,516.619995,518.969971,516.059998,516.809998
52,12/10/13,34.26,34.39,34.16,34.35,23,516.330017,517.890015,513.900024,515.340027
52,12/11/13,34.28,34.42,34.15,34.15,13,514.900024,516.840027,509.839996,510.170013
52,12/12/13,34.01,34.01,34.01,34.01,1,510.179993,511.200012,505.559998,505.839996
52,12/13/13,33.73,33.73,33.73,33.73,2,507.540009,508.540009,504.299988,505.519989
52,12/16/13,33.59,33.59,33.59,33.59,2,512.02002,515.109985,511.869995,512.150024
52,12/17/13,33.97,33.97,33.96,33.96,3,512.190002,518.710022,512.190002,517.179993
52,12/18/13,33.6,33.6,33.48,33.48,15,516.719971,521.190002,509.640015,521.070007
52,12/19/13,33.59,33.59,33.59,33.59,1,519.880005,519.880005,515.580017,517.780029
52,12/20/13,33.81,33.81,33.81,33.81,1,518.080017,523.599976,517.929993,522.090027
52,12/23/13,34.02,34.3,34.02,34.3,87,524.130005,527.099976,523.799988,526.650024
52,12/24/13,34,34.06,34,34.06,10,526.75,529.530029,526.719971,528.349976
52,12/25/13,33.95,34.11,33.95,34.11,35,526.75,529.530029,526.719971,528.349976
52,12/26/13,34.06,34.1,34.04,34.1,21,529.820007,530.960022,528.530029,529.830017
52,12/27/13,34.28,34.5,34.28,34.5,125,531.25,531.590027,529.419983,529.960022
52,12/30/13,34.8,34.83,34.8,34.83,27,529.640015,532.179993,529.320007,531.570007
52,12/31/13,34.95,34.97,34.85,34.92,14,533.030029,535.789978,532.650024,535.030029
52,1/2/14,34.86,34.86,34.86,34.86,22,530.669983,530.75,525.950012,527.75
52,1/3/14,34.49,35.15,34.31,34.31,9,526.909973,528.27002,524.460022,526.679993
52,1/6/14,34.31,34.31,34.31,34.31,0,527.099976,527.099976,522.880005,523.77002
52,1/7/14,34.36,34.53,34.31,34.52,62,525.150024,528.289978,524.47998,527.429993
52,1/8/14,34.74,34.78,34.73,34.78,9,532.039978,535.890015,530.23999,535.76001
52,1/9/14,34.29,34.29,34.29,34.29,1,535.72998,536.190002,529.580017,531.48999
52,1/10/14,34.63,34.8,34.6,34.8,8,533.359985,534.690002,531.349976,533.700012
52,1/13/14,34.9,34.95,34.9,34.95,4,533.109985,534.890015,526.26001,527.659973
52,1/14/14,34.95,35,34.63,34.63,3,529.150024,540.140015,529.099976,539.609985
52,1/15/14,35.08,35.45,35.08,35.36,15,541.27002,545.75,541.23999,544.210022
52,1/16/14,35.74,35.77,35.74,35.77,4,543.190002,544.159973,540.099976,541.049988
52,1/17/14,35.76,35.76,35.43,35.5,25,538.419983,541.98999,536.900024,538.140015
52,1/20/14,35.53,35.69,35.53,35.69,5,538.419983,541.98999,536.900024,538.140015
52,1/21/14,35.44,35.44,35.3,35.31,6,540.640015,541.76001,537.190002,541.5
52,1/22/14,35.3,35.3,35.3,35.3,1,541.039978,547.919983,540.23999,547.469971
52,1/23/14,35.7,35.7,35.7,35.7,2,544.059998,544.429993,538.559998,541.48999
52,1/24/14,35.7,35.7,35.7,35.7,0,538.900024,539.320007,528.559998,528.890015
52,1/27/14,34.94,34.94,34.76,34.76,4,529.869995,531.48999,522.280029,525.27002
52,2/5/14,33.88,33.9,33.87,33.87,34,516.5,520.690002,512.719971,518.460022
52,2/6/14,34.05,34.2,34.05,34.2,9,519.900024,527.799988,519.630005,526.669983
52,2/7/14,34.55,34.55,34.55,34.55,1,529.580017,535.609985,526.960022,535.309998
52,2/10/14,34.72,34.72,34.69,34.69,2,534.780029,538.5,534.349976,538.039978
52,2/11/14,34.69,34.75,34.69,34.75,6,538.47998,546.22998,538.25,544.859985
52,2/12/14,35.06,35.25,35.06,35.25,3,545.919983,550.340027,545.869995,549.47998
52,2/13/14,35.25,35.25,35.25,35.25,4,547.169983,556.039978,546.340027,556.02002
52,2/14/14,35.5,35.6,35.5,35.53,9,555.130005,559.890015,553.440002,559.119995
52,2/17/14,35.66,35.66,35.53,35.53,2,555.130005,559.890015,553.440002,559.119995
52,2/18/14,35.5,35.68,35.5,35.56,17,558.969971,560.919983,556.22998,560.450012
52,2/19/14,35.54,35.54,35.54,35.54,10,558.919983,562.590027,558.380005,560.02002
52,2/20/14,35.35,35.39,35.35,35.39,2,560.76001,564.690002,559.340027,564.059998
52,2/21/14,35.66,35.73,35.55,35.55,60,565.330017,566.26001,559.849976,561.210022
52,2/24/14,35.75,35.75,35.61,35.61,26,563.140015,567.159973,562.849976,563.369995
52,2/25/14,35.88,36.25,35.88,36.25,14,563.97998,564.340027,557.830017,560.539978
52,2/26/14,36.25,36.25,36.25,36.25,4,562.309998,568.23999,562.26001,564.289978
52,2/27/14,35.96,36,35.53,35.78,74,563.679993,565.109985,560.25,564.219971
52,3/3/14,35.6,35.6,35.6,35.6,1,558.26001,561.599976,555,560.22998
52,3/4/14,35.82,35.82,35.82,35.82,2,566.77002,570.849976,566.72998,570.130005
52,3/5/14,36.15,36.25,36.15,36.25,5,569.929993,572.580017,568.909973,571.299988
52,3/6/14,36.58,37,36.58,36.92,157,572.460022,575.539978,570.630005,575.02002
52,3/7/14,37.29,37.47,37,37,181,576.859985,577.640015,572.570007,574.390015
52,3/10/14,37.8,37.8,36.85,36.93,10,574.099976,575.76001,570.820007,573.219971
52,3/11/14,36.45,37.35,36.45,37.35,71,574.630005,576.320007,568.570007,570.080017
52,3/12/14,36.91,36.91,36.82,36.82,10,568.700012,575.01001,566.01001,574.919983
52,3/13/14,37.67,37.7,37.63,37.63,20,576.200012,577.969971,562.289978,565.140015
52,3/14/14,37.33,37.33,37.16,37.2,65,564.969971,567.630005,562.150024,562.47998
52,3/17/14,37.3,37.3,37.1,37.1,10,565.530029,571.23999,565.530029,569.5
52,3/18/14,37.36,37.4,37.11,37.11,37,569.619995,577.469971,569.049988,577.190002
52,3/19/14,37.12,37.18,36.97,36.97,9,577.030029,580.849976,573.179993,576.690002
52,3/20/14,36.7,36.7,36.41,36.41,31,576.030029,587.690002,575.780029,587.630005
52,3/21/14,36.41,36.83,36.41,36.57,20,589.400024,590.109985,580.890015,582.539978
52,3/24/14,36.33,36.33,36.33,36.33,20,583.97998,585.640015,575.460022,579.849976
52,3/25/14,37,37.15,37,37,34,583.27002,587.669983,581.159973,584.330017
52,3/26/14,37.34,37.8,37.34,37.8,44,587.940002,591.109985,577.830017,577.840027
52,3/27/14,37.38,37.38,37.19,37.19,9,577.570007,580.02002,572.01001,573.320007
52,3/28/14,37.23,37.8,37.23,37.8,13,574.830017,582.190002,574.440002,577.47998
52,3/31/14,37.65,37.66,37.51,37.58,18,580.830017,588.400024,580.690002,586.73999
52,4/1/14,38.13,38.35,37.95,38.34,53,589.52002,595.909973,588.849976,595.909973
52,4/2/14,39.2,39.2,38.46,38.46,11,596.23999,597.219971,592.030029,594.940002
52,4/3/14,38.5,38.5,38.05,38.05,45,598.049988,601.400024,593.200012,595.929993
