Code,Date,Open,High,Low,Close,Volumn
0050,20130628,54.40,55.10,54.30,55.10,13714
0050,20130701,54.80,55.70,54.80,55.60,13788
0050,20130702,55.65,55.75,55.45,55.50,4672
0050,20130703,55.20,55.40,54.85,54.85,7004
0050,20130704,54.90,55.15,54.80,54.95,4877
0050,20130705,55.25,56.05,55.20,56.05,17674
0050,20130708,56.05,56.05,54.95,55.00,8666
0050,20130709,55.00,55.70,54.95,55.65,4074
0050,20130710,55.75,56.30,55.65,55.80,9107
0050,20130711,56.75,57.40,56.70,57.20,30308
0050,20130712,57.20,57.40,57.10,57.35,12910
0050,20130715,57.35,57.70,57.10,57.50,14187
0050,20130716,57.50,57.60,57.35,57.50,9554
0050,20130717,57.40,57.75,57.35,57.60,12990
0050,20130718,57.60,57.65,57.10,57.20,12640
0050,20130719,56.90,56.90,55.75,55.95,24692
0050,20130722,56.15,56.40,56.10,56.15,5257
0050,20130723,56.50,57.20,56.50,57.05,8971
0050,20130724,56.80,57.15,56.80,56.90,4960
0050,20130725,56.80,57.15,56.50,57.00,4111
0050,20130726,57.00,57.40,56.70,56.90,4896
0050,20130729,56.70,56.85,56.25,56.50,5925
0050,20130730,56.75,57.15,56.50,56.95,10121
0050,20130731,56.95,56.95,56.55,56.60,4383
0050,20130801,56.55,56.65,56.05,56.20,7468
0050,20130802,56.60,57.00,56.35,56.55,6840
0050,20130805,56.50,56.80,56.25,56.70,2877
0050,20130806,56.40,56.40,55.75,55.90,20739
0050,20130807,55.55,55.55,55.10,55.10,21061
0050,20130808,55.00,55.10,54.80,54.90,25089
0050,20130809,54.90,55.10,54.65,54.85,25862
0050,20130812,55.00,55.05,54.70,55.00,12024
0050,20130813,55.35,55.55,55.30,55.55,7627
0050,20130814,55.55,55.55,55.10,55.40,11120
0050,20130815,54.85,55.05,54.50,55.00,17432
0050,20130816,54.65,55.45,54.65,55.25,17785
0050,20130819,55.05,55.10,54.85,55.10,8438
0050,20130820,54.85,55.15,54.50,54.60,19856
0050,20130822,54.30,54.35,53.85,54.15,30612
0050,20130823,54.50,55.00,54.50,54.85,16798
0050,20130826,55.00,55.20,54.75,55.10,6650
0050,20130827,55.00,55.00,54.60,54.60,7339
0050,20130828,54.35,54.75,54.30,54.75,9583
0050,20130829,54.85,55.60,54.85,55.50,12791
0050,20130830,55.60,55.85,55.40,55.85,11435
0050,20130902,55.95,56.40,55.90,56.30,20804
0050,20130903,56.60,56.70,56.40,56.65,20556
0050,20130904,56.50,56.60,56.25,56.55,10480
0050,20130905,56.70,56.95,56.55,56.90,21411
0050,20130906,56.85,57.05,56.85,57.00,22393
0050,20130909,57.00,57.30,56.70,57.20,17058
0050,20130910,57.35,57.60,57.15,57.35,23422
0050,20130911,57.50,57.50,57.10,57.50,20577
0050,20130912,57.40,57.70,57.30,57.55,12988
0050,20130913,57.50,57.60,57.10,57.10,5616
0050,20130914,57.15,57.25,57.05,57.10,6236
0050,20130916,57.45,57.95,57.45,57.80,14816
0050,20130917,57.50,57.75,57.50,57.75,6240
0050,20130918,57.90,58.00,57.55,57.55,14816
0050,20130923,57.55,58.15,57.50,58.00,10272
0050,20130924,58.00,58.10,57.75,58.05,10109
0050,20130925,58.00,58.00,57.60,57.80,4177
0050,20130926,57.70,57.80,57.20,57.25,4355
0050,20130927,57.40,57.55,57.35,57.40,4768
0050,20130930,57.00,57.30,56.75,57.15,16694
0050,20131001,57.00,57.30,57.00,57.15,15431
0050,20131002,57.50,57.50,57.25,57.35,11303
0050,20131003,57.50,58.80,57.45,58.55,23774
0050,20131004,58.50,58.55,58.25,58.45,16689
0050,20131007,58.15,58.15,57.85,57.90,4869
0050,20131008,57.85,58.45,57.80,58.35,9440
0050,20131009,58.10,58.35,58.00,58.20,6006
0050,20131011,58.85,58.95,58.40,58.45,9045
0050,20131014,58.40,58.40,57.95,58.00,6623
0050,20131015,58.45,58.60,58.30,58.50,8042
0050,20131016,58.45,58.60,58.25,58.25,7029
0050,20131017,58.65,58.85,58.45,58.55,5062
0050,20131018,58.65,59.10,58.65,59.05,14818
0050,20131021,59.05,59.15,58.85,59.00,6552
0050,20131022,58.80,59.10,58.60,59.00,7199
0050,20131023,59.10,59.10,58.60,58.70,8639
0050,20131024,57.70,57.70,57.15,57.55,7935
0050,20131025,57.35,57.35,56.85,57.10,11177
0050,20131028,57.15,57.65,57.10,57.50,6936
0050,20131029,57.45,57.80,57.30,57.75,5790
0050,20131030,57.80,57.90,57.65,57.90,4375
0050,20131031,57.85,58.05,57.60,57.90,6045
0050,20131101,58.00,58.10,57.45,57.60,6293
0050,20131104,57.40,57.40,57.10,57.35,6647
0050,20131105,57.25,57.35,56.75,56.80,7879
0050,20131106,56.80,56.90,56.60,56.80,4717
0050,20131107,56.85,56.85,56.50,56.65,4901
0050,20131108,56.60,56.65,56.35,56.45,6209
0050,20131111,56.45,56.50,56.20,56.30,8237
0050,20131112,56.60,56.60,56.20,56.50,6243
0050,20131113,56.25,56.30,55.70,55.75,17168
0050,20131114,56.00,56.10,55.65,55.90,15583
0050,20131115,56.10,56.35,55.90,56.15,12722
0050,20131118,56.35,56.50,56.20,56.45,5565
0050,20131119,56.55,56.85,56.55,56.80,8478
0050,20131120,56.65,56.70,56.35,56.45,9701
0050,20131121,56.10,56.10,55.40,55.45,35062
0050,20131122,55.50,55.70,55.50,55.50,10937
0050,20131125,56.15,56.50,56.15,56.25,10345
0050,20131126,56.00,56.90,56.00,56.70,9878
0050,20131127,56.70,57.05,56.65,57.00,8118
0050,20131128,57.35,57.45,57.20,57.35,11237
0050,20131129,57.35,57.70,57.25,57.55,14720
0050,20131202,57.60,57.70,57.35,57.45,5600
0050,20131203,57.35,57.50,57.15,57.50,7385
0050,20131204,57.25,57.65,57.20,57.45,7401
0050,20131205,57.45,57.50,57.00,57.10,6056
0050,20131206,57.05,57.40,56.90,57.15,4023
0050,20131209,57.55,57.95,57.55,57.65,8645
0050,20131210,57.55,57.90,57.55,57.80,6866
0050,20131211,57.95,58.30,57.65,57.85,10106
0050,20131212,57.60,57.60,57.20,57.40,4216
0050,20131213,57.10,57.40,57.05,57.35,5099
0050,20131216,57.25,57.25,56.70,56.90,6971
0050,20131217,57.15,57.30,57.10,57.20,3090
0050,20131218,57.20,57.20,56.85,57.00,3488
0050,20131219,57.40,57.50,57.15,57.35,6051
0050,20131220,57.35,57.55,57.20,57.45,4317
0050,20131223,57.55,58.00,57.55,57.85,9016
0050,20131224,57.85,57.90,57.70,57.80,5052
0050,20131225,57.90,57.95,57.75,57.85,3321
0050,20131226,57.85,57.95,57.80,57.85,3417
0050,20131227,57.80,58.40,57.80,58.30,12606
0050,20131230,58.35,58.95,58.35,58.80,18118
0050,20131231,59.05,59.05,58.70,58.70,12256
0050,20140102,58.70,58.75,58.35,58.55,10762
0050,20140103,58.45,58.45,57.70,57.85,14509
0050,20140106,57.75,57.95,57.55,57.70,14870
0050,20140107,57.75,57.90,57.70,57.70,13128
0050,20140108,57.70,57.95,57.70,57.80,7605
0050,20140109,57.65,57.80,57.40,57.55,8571
0050,20140110,57.50,57.65,57.50,57.55,4741
0050,20140113,58.00,58.20,57.80,57.90,6179
0050,20140114,57.70,57.85,57.60,57.80,4276
0050,20140115,57.95,58.45,57.95,58.40,11675
0050,20140116,58.50,58.75,58.50,58.55,12771
0050,20140117,58.60,58.70,58.30,58.65,8169
0050,20140120,58.40,58.80,58.40,58.80,5627
0050,20140121,58.75,58.85,58.50,58.55,6963
0050,20140122,58.45,58.65,58.35,58.65,6838
0050,20140123,58.60,58.75,58.35,58.50,6904
0050,20140124,58.30,58.80,58.30,58.65,10706
0050,20140127,58.10,58.20,57.45,57.60,21325
0050,20140205,56.40,56.40,55.60,55.80,57559
0050,20140206,55.95,56.20,55.80,56.00,12853
0050,20140207,56.40,56.70,56.30,56.60,16027
0050,20140210,56.90,56.90,56.60,56.60,6020
0050,20140211,56.60,56.95,56.60,56.95,5582
0050,20140212,57.15,57.55,57.15,57.55,18604
0050,20140213,57.45,57.55,57.35,57.40,8235
0050,20140214,57.70,58.20,57.70,57.95,22328
0050,20140217,58.10,58.25,57.95,57.95,15434
0050,20140218,57.95,58.15,57.80,58.15,13088
0050,20140219,58.10,58.20,58.05,58.15,13366
0050,20140220,58.05,58.05,57.60,57.65,13737
0050,20140221,58.40,58.45,58.20,58.20,17317
0050,20140224,58.40,58.45,57.80,57.90,7368
0050,20140225,58.25,58.25,57.95,58.15,8621
0050,20140226,58.00,58.50,57.95,58.40,8953
0050,20140227,58.30,58.45,58.30,58.30,3676
0050,20140303,57.80,58.15,57.50,57.95,8020
0050,20140304,57.90,58.00,57.70,57.70,6185
0050,20140305,58.20,58.45,58.20,58.30,6901
0050,20140306,58.35,59.20,58.35,59.15,26226
0050,20140307,59.30,59.80,59.30,59.40,30394
0050,20140310,59.30,59.40,58.95,59.05,7930
0050,20140311,59.25,59.45,59.15,59.35,4967
0050,20140312,58.85,59.00,58.75,58.80,2671
0050,20140313,59.25,59.80,59.25,59.75,25692
0050,20140314,59.15,59.30,59.10,59.15,13449
0050,20140317,59.15,59.20,58.90,59.05,8983
0050,20140318,59.40,59.50,59.20,59.40,14863
0050,20140319,59.40,59.45,58.95,59.25,9855
0050,20140320,58.70,58.70,58.30,58.50,18482
0050,20140321,58.65,58.65,58.40,58.50,4142
0050,20140324,58.45,58.65,58.25,58.65,11346
0050,20140325,58.50,59.15,58.50,59.15,4915
0050,20140326,59.45,59.70,59.35,59.70,9980
0050,20140327,59.50,59.85,59.45,59.80,11258
0050,20140328,59.85,60.10,59.80,59.90,20164
0050,20140331,60.05,60.15,59.90,60.10,17186
0050,20140401,60.25,60.60,60.20,60.60,28836
0050,20140402,60.80,61.15,60.80,60.80,19104
0050,20140403,60.80,60.95,60.65,60.65,12620
0050,20140407,60.40,60.50,60.30,60.50,11380
0050,20140408,60.45,60.90,60.45,60.80,14011
0050,20140409,60.80,61.10,60.80,61.00,12067
0050,20140410,61.25,61.30,60.90,61.20,13486
0050,20140411,60.80,61.15,60.80,61.15,15019
0050,20140414,61.10,61.20,60.90,61.05,13397
0050,20140415,61.20,61.45,61.20,61.35,13893
0050,20140416,61.35,61.50,61.10,61.30,7049
0050,20140417,61.30,61.40,61.10,61.15,3531
0050,20140418,61.75,61.90,61.50,61.55,7072
0050,20140421,61.45,61.65,61.45,61.55,3405
0050,20140422,61.55,61.95,61.55,61.75,9137
0050,20140423,61.85,62.05,61.50,61.65,5487
0050,20140424,61.70,61.80,61.60,61.75,4518
0050,20140425,61.65,61.80,60.60,60.70,22903
0050,20140428,60.30,61.50,60.30,61.25,8482
0050,20140429,61.25,61.50,61.10,61.35,6518
0050,20140430,61.40,61.45,60.80,61.00,5598
0050,20140502,61.15,61.65,61.15,61.30,7646
0050,20140505,61.55,61.60,61.00,61.20,6845
0050,20140506,61.50,61.75,61.10,61.55,10313
0050,20140507,61.50,61.60,61.20,61.40,7877
0050,20140508,61.60,61.85,61.40,61.85,3831
0050,20140509,61.70,61.85,61.45,61.45,3932
0050,20140512,61.50,61.50,61.10,61.15,3933
0050,20140513,61.60,61.75,61.35,61.45,5610
0050,20140514,61.60,61.80,61.45,61.80,10739
0050,20140515,61.75,61.85,61.55,61.75,8903
0050,20140516,61.65,61.85,61.40,61.85,9138
0050,20140519,61.85,62.00,61.80,61.85,7165
0050,20140520,61.90,62.30,61.90,62.10,9946
0050,20140521,62.00,62.20,61.75,61.80,6524
0050,20140522,62.00,62.65,61.95,62.65,14665
0050,20140523,62.85,62.90,62.65,62.75,13448
0050,20140526,62.85,63.10,62.85,63.05,8643
0050,20140527,63.05,63.20,62.95,63.10,8034
0050,20140528,63.15,63.80,63.15,63.70,11647
0050,20140529,63.70,63.70,63.40,63.40,9544
0050,20140530,63.40,63.45,63.10,63.10,6715
0050,20140603,63.15,63.45,62.80,63.15,5110
0050,20140604,63.40,63.55,63.30,63.40,3390
0050,20140605,63.30,63.40,63.10,63.40,1703
0050,20140606,63.65,63.75,63.40,63.55,3489
0050,20140609,63.60,63.85,63.60,63.80,3894
0050,20140610,63.85,64.30,63.85,64.20,6843
0050,20140611,64.20,64.25,64.05,64.15,5038
0050,20140612,64.00,64.10,63.90,64.00,4508
0050,20140613,63.90,63.90,63.70,63.85,3322
0050,20140616,63.85,64.00,63.60,63.90,2605
0050,20140617,63.90,64.45,63.85,64.35,3853
0050,20140618,64.40,64.80,64.30,64.50,9534
0050,20140619,64.65,65.05,64.55,64.95,9933
0050,20140620,64.95,65.10,64.70,64.75,3557
0050,20140623,64.80,65.00,64.60,64.70,13750
0050,20140624,64.85,65.05,64.70,64.80,7963
0050,20140625,64.65,64.80,64.60,64.65,7516
0050,20140626,64.75,65.40,64.75,65.35,9208
0050,20140627,65.35,65.35,64.50,65.35,9225
0050,20140630,65.30,66.00,65.20,65.95,7584
0050,20140701,65.95,66.75,65.85,66.55,9614
0050,20140702,66.80,67.55,66.65,67.10,11640
0050,20140703,67.10,67.80,66.90,67.70,8115
0050,20140704,67.80,67.90,67.35,67.70,7081
0050,20140707,67.50,67.70,67.30,67.60,5515
0050,20140708,67.80,67.90,67.60,67.75,5506
0050,20140709,67.65,67.85,67.50,67.85,3129
0050,20140710,67.80,68.45,67.80,68.35,5627
0050,20140711,68.35,68.70,68.15,68.30,7800
0050,20140714,68.25,68.80,68.25,68.70,3077
0050,20140715,68.95,69.05,68.75,68.95,3956
0050,20140716,68.95,69.00,68.10,68.35,5002
0050,20140717,67.95,68.00,67.30,67.50,8012
0050,20140718,67.05,67.60,67.00,67.50,6375
0050,20140721,67.75,67.95,67.50,67.50,5309
0050,20140722,67.70,68.20,67.50,68.10,4156
0050,20140724,68.30,68.40,68.10,68.40,3849
0050,20140725,68.40,68.40,67.45,67.65,5548
0050,20140728,67.45,67.80,67.30,67.50,2764
0050,20140729,67.75,67.95,67.20,67.45,7204
0050,20140730,67.45,67.95,67.45,67.85,2800
0050,20140731,67.85,67.85,66.60,66.75,11131
0050,20140801,65.95,66.30,65.90,66.25,12831
0050,20140804,66.20,66.70,66.10,66.60,3754
0050,20140805,66.40,66.40,65.10,65.25,19581
0050,20140806,65.30,65.75,65.05,65.70,6860
0050,20140807,65.75,65.90,65.40,65.70,6005
0050,20140808,65.45,65.70,65.05,65.70,14251
0050,20140811,66.00,66.15,65.75,66.05,8083
0050,20140812,66.00,66.30,65.85,66.10,4360
0050,20140813,66.15,66.75,66.05,66.75,5217
0050,20140814,67.00,67.25,66.95,67.10,5985
0050,20140815,67.10,67.25,66.75,67.10,3889
0050,20140818,67.10,67.10,66.60,66.90,2431
0050,20140819,67.30,67.75,67.00,67.75,6729
0050,20140820,67.70,68.05,67.70,68.00,8462
0050,20140821,68.00,68.10,67.80,67.90,3052
0050,20140822,68.10,68.95,68.10,68.75,7540
0050,20140825,68.75,68.90,68.60,68.65,2955
0050,20140826,68.60,68.80,68.55,68.60,1734
0050,20140827,68.95,69.40,68.95,69.25,7614
0050,20140828,69.25,69.45,69.20,69.35,3895
0050,20140829,69.05,69.30,68.85,69.20,2432
0050,20140901,69.25,69.95,69.25,69.80,5273
0050,20140902,69.70,69.70,68.60,68.75,17741
0050,20140903,68.90,69.45,68.85,69.25,6908
0050,20140904,69.00,69.15,68.80,69.00,5388
0050,20140905,69.30,69.30,68.65,69.00,7409
0050,20140909,69.40,69.50,69.25,69.25,7410
0050,20140910,68.95,68.95,68.05,68.65,17854
0050,20140911,68.70,68.70,68.40,68.40,8677
0050,20140912,68.40,68.40,67.60,67.75,19509
0050,20140915,67.15,67.75,67.15,67.75,13125
0050,20140916,67.65,67.65,67.15,67.20,18030
0050,20140917,67.50,68.20,67.45,67.70,16515
0050,20140918,67.70,68.05,67.60,67.85,16231
0050,20140919,68.20,68.25,67.85,68.00,12117
0050,20140922,67.35,67.35,66.55,66.95,27057
0050,20140923,66.90,67.00,66.65,66.80,14803
0050,20140924,66.55,66.80,66.30,66.55,25198
0050,20140925,66.70,66.85,65.70,65.95,23056
0050,20140926,65.50,65.85,65.25,65.60,23172
0050,20140929,65.65,65.70,65.20,65.40,17179
0050,20140930,65.30,65.65,64.65,65.30,20703
0050,20141001,65.05,65.65,64.85,65.50,17507
0050,20141002,65.00,65.75,64.90,65.50,11487
0050,20141003,65.80,66.70,65.60,66.70,16238
0050,20141006,66.65,66.70,66.15,66.65,6657
0050,20141007,66.25,66.25,65.70,66.10,11314
0050,20141008,65.80,66.05,65.70,65.70,8106
0050,20141009,66.10,66.45,65.70,66.00,15003
0050,20141013,64.15,64.55,63.80,64.00,19670
0050,20141014,64.00,64.60,64.00,64.55,12914
0050,20141015,64.45,64.80,63.95,64.10,14412
0050,20141016,63.65,64.35,63.25,64.00,24720
0050,20141017,64.25,64.40,63.35,63.35,15739
0050,20141020,64.25,64.60,63.90,64.60,10883
0050,20141021,64.40,64.55,64.20,64.30,7237
0050,20141022,65.10,65.45,65.00,65.30,9342
0050,20141023,65.30,65.30,65.00,65.05,7088
0050,20141024,63.85,63.85,62.80,63.05,22503
0050,20141027,63.40,63.45,63.00,63.25,8078
0050,20141028,64.00,64.35,64.00,64.35,11178
0050,20141029,64.60,65.00,64.50,65.00,9403
0050,20141030,64.85,64.95,64.55,64.80,9083
0050,20141031,65.00,65.30,64.70,65.30,16609
0050,20141103,65.30,65.90,65.30,65.60,10607
0050,20141104,65.75,66.05,65.55,65.65,11030
0050,20141105,65.80,65.85,65.35,65.50,10539
0050,20141106,65.55,65.70,64.95,65.10,21140
0050,20141107,65.00,65.25,64.70,65.20,10652
0050,20141110,65.40,66.30,65.25,66.15,16374
0050,20141111,66.25,66.35,65.95,65.95,15092
0050,20141112,65.75,65.85,64.90,65.00,18800
0050,20141113,65.00,65.65,65.00,65.65,10844
0050,20141114,65.30,65.80,65.30,65.70,11059
0050,20141117,66.05,66.10,64.80,65.10,17461
0050,20141118,65.30,65.60,64.80,64.90,9940
0050,20141119,65.15,66.10,65.15,65.85,18485
0050,20141120,66.05,66.70,66.05,66.60,20762
0050,20141121,66.60,66.80,66.45,66.65,11947
0050,20141124,66.90,67.20,66.75,66.80,13197
0050,20141125,66.65,67.05,66.45,66.85,13192
0050,20141126,66.75,66.90,66.65,66.85,8909
0050,20141127,67.15,67.85,67.15,67.50,16528
0050,20141128,67.55,67.70,67.35,67.50,9382
0050,20141201,66.30,67.45,66.15,66.80,21282
0050,20141202,66.35,66.50,65.65,65.80,19739
0050,20141203,65.80,67.00,65.70,66.85,11865
0050,20141204,67.25,67.45,67.10,67.10,11366
0050,20141205,67.10,67.10,66.75,66.85,4318
0050,20141208,67.05,67.05,66.35,66.35,7633
0050,20141209,66.25,66.30,66.00,66.20,4620
0050,20141210,65.95,66.15,65.15,65.30,12851
0050,20141211,65.05,65.35,64.70,65.25,6920
0050,20141212,65.25,65.50,65.15,65.30,4477
0050,20141215,64.75,65.10,64.50,65.10,10562
0050,20141216,64.80,65.00,64.55,64.55,12711
0050,20141217,64.55,64.55,63.40,63.55,19575
0050,20141218,63.95,64.10,63.65,63.70,8593
0050,20141219,64.70,65.30,64.60,65.20,17192
0050,20141222,65.35,66.00,65.30,66.00,7443
0050,20141223,66.15,66.30,65.75,65.80,5242
0050,20141224,65.90,66.40,65.85,66.30,6957
0050,20141225,66.35,66.40,66.15,66.30,4417
0050,20141226,66.35,66.50,66.20,66.45,21313
0050,20141227,66.75,66.75,66.45,66.60,3791
0050,20141229,66.60,67.30,66.55,67.20,11101
0050,20141230,67.15,67.45,66.85,66.85,8583
0050,20141231,66.80,67.00,66.60,66.85,7418
0050,20150105,66.40,66.75,66.00,66.55,6295
0050,20150106,65.75,65.75,64.75,64.90,19501
0050,20150107,64.70,65.25,64.70,65.00,6991
0050,20150108,65.50,66.60,65.50,66.50,13153
0050,20150109,66.90,66.95,66.05,66.15,5891
0050,20150112,65.80,66.15,65.65,65.75,9060
0050,20150113,65.60,66.40,65.40,65.95,6151
0050,20150114,66.00,66.05,65.40,65.60,7205
0050,20150115,65.65,65.95,65.35,65.80,3525
0050,20150116,66.25,66.40,65.35,65.50,9317
0050,20150119,66.30,66.75,66.05,66.25,17591
0050,20150120,66.50,66.90,66.35,66.75,10097
0050,20150121,67.20,67.30,67.00,67.25,17556
0050,20150122,67.50,67.90,67.45,67.60,16125
0050,20150123,68.25,68.70,68.25,68.70,35859
0050,20150126,68.55,68.85,68.45,68.70,20460
0050,20150127,69.00,69.25,68.80,69.15,36217
0050,20150128,68.80,69.20,68.80,69.15,35993
0050,20150129,69.05,69.05,68.15,68.30,19790
0050,20150130,68.60,68.60,68.00,68.00,4264
0050,20150202,68.20,68.35,67.90,68.15,5810
0050,20150203,68.35,68.85,68.10,68.65,16645
0050,20150204,69.20,69.50,69.05,69.40,20357
0050,20150205,69.05,69.25,68.80,69.10,4783
0050,20150206,69.10,69.20,68.65,68.75,4107
0050,20150209,68.75,68.75,68.25,68.50,3512
0050,20150210,68.45,68.50,68.20,68.25,8023
0050,20150211,68.70,69.25,68.70,69.00,7199
0050,20150212,69.00,69.20,68.80,69.00,9310
0050,20150213,69.35,69.65,69.35,69.45,7599
0050,20150224,69.95,70.45,69.95,70.25,14549
0050,20150225,70.70,70.90,70.55,70.80,23253
0050,20150226,70.55,70.65,70.05,70.30,8688
0050,20150302,70.30,70.55,69.75,70.00,6589
0050,20150303,70.05,70.10,69.50,69.90,5067
0050,20150304,69.55,70.05,69.50,69.95,6414
0050,20150305,69.95,70.00,69.35,69.70,3761
0050,20150306,69.55,69.90,69.30,69.80,3067
0050,20150309,69.45,69.50,68.90,69.10,7464
0050,20150310,69.00,69.05,68.60,68.95,6958
0050,20150311,68.35,69.15,68.30,69.05,10039
0050,20150312,68.85,69.65,68.80,69.65,5710
