Code,Open,High,Low,Close,Volumn
0052,34.45,34.45,34.45,34.45,1
0052,34.41,34.41,34.41,34.41,1
0052,33.96,33.96,33.96,33.96,1
0052,33.82,34.14,33.78,34.14,5
0052,33.56,33.56,33.56,33.56,17
0052,33.56,33.56,33.56,33.56,0
0052,33.69,33.69,33.69,33.69,3
0052,33.90,34.41,33.90,34.41,27
0052,33.99,34.39,33.99,34.39,15
0052,34.02,34.02,34.02,34.02,1
0052,33.84,33.99,33.84,33.99,13
0052,33.99,33.99,33.99,33.99,0
0052,34.20,34.42,34.20,34.38,39
0052,34.08,34.08,34.02,34.02,15
0052,34.15,34.33,34.15,34.33,26
0052,34.46,34.46,34.46,34.46,21
0052,34.46,35.20,34.46,35.20,4
0052,35.70,35.70,35.70,35.70,1
0052,34.96,35.00,34.92,35.00,8
0052,35.01,35.17,35.01,35.17,6
0052,35.17,35.17,35.17,35.17,1
0052,35.17,35.17,35.17,35.17,0
0052,36.00,36.00,36.00,36.00,1
0052,34.91,34.91,34.91,34.91,2
0052,34.79,34.92,34.78,34.92,7
0052,34.94,35.06,34.91,35.06,48
0052,34.58,34.65,34.57,34.60,29
0052,34.90,34.98,34.61,34.83,54
0052,34.80,34.81,34.80,34.80,91
0052,34.91,34.91,34.80,34.80,3
0052,34.80,34.80,34.80,34.80,0
0052,34.33,34.37,34.20,34.20,55
0052,33.94,34.04,33.94,34.01,33
0052,34.01,34.01,34.01,34.01,0
0052,33.95,33.95,33.95,33.95,1
0052,33.60,33.60,33.58,33.58,3
0052,33.57,33.60,33.36,33.39,33
0052,33.48,33.48,33.44,33.45,15
0052,33.45,33.45,33.45,33.45,0
0052,33.78,33.78,33.78,33.78,2
0052,33.71,33.71,33.48,33.48,22
0052,33.24,33.24,32.91,33.00,118
0052,33.10,33.17,33.07,33.07,40
0052,33.30,33.50,33.30,33.50,64
0052,33.49,33.74,33.49,33.72,20
0052,34.29,34.36,34.29,34.36,3
0052,34.45,34.45,34.45,34.45,1
0052,34.27,34.27,34.23,34.23,42
0052,34.28,34.28,34.17,34.17,7
0052,34.16,34.25,34.16,34.25,28
0052,34.43,34.51,34.43,34.51,24
0052,34.16,34.16,33.90,33.90,25
0052,34.08,34.08,34.08,34.08,6
0052,34.35,34.47,34.26,34.26,25
0052,34.26,34.39,34.16,34.35,23
0052,34.28,34.42,34.15,34.15,13
0052,34.01,34.01,34.01,34.01,1
0052,33.73,33.73,33.73,33.73,2
0052,33.59,33.59,33.59,33.59,2
0052,33.97,33.97,33.96,33.96,3
0052,33.60,33.60,33.48,33.48,15
0052,33.59,33.59,33.59,33.59,1
0052,33.81,33.81,33.81,33.81,1
0052,34.02,34.30,34.02,34.30,87
0052,34.00,34.06,34.00,34.06,10
0052,33.95,34.11,33.95,34.11,35
0052,34.06,34.10,34.04,34.10,21
0052,34.28,34.50,34.28,34.50,125
0052,34.80,34.83,34.80,34.83,27
0052,34.95,34.97,34.85,34.92,14
0052,34.86,34.86,34.86,34.86,22
0052,34.49,35.15,34.31,34.31,9
0052,34.31,34.31,34.31,34.31,0
0052,34.36,34.53,34.31,34.52,62
0052,34.74,34.78,34.73,34.78,9
0052,34.29,34.29,34.29,34.29,1
0052,34.63,34.80,34.60,34.80,8
0052,34.90,34.95,34.90,34.95,4
0052,34.95,35.00,34.63,34.63,3
0052,35.08,35.45,35.08,35.36,15
0052,35.74,35.77,35.74,35.77,4
0052,35.76,35.76,35.43,35.50,25
0052,35.53,35.69,35.53,35.69,5
0052,35.44,35.44,35.30,35.31,6
0052,35.30,35.30,35.30,35.30,1
0052,35.70,35.70,35.70,35.70,2
0052,35.70,35.70,35.70,35.70,0
0052,34.94,34.94,34.76,34.76,4
0052,33.88,33.90,33.87,33.87,34
0052,34.05,34.20,34.05,34.20,9
0052,34.55,34.55,34.55,34.55,1
0052,34.72,34.72,34.69,34.69,2
0052,34.69,34.75,34.69,34.75,6
0052,35.06,35.25,35.06,35.25,3
0052,35.25,35.25,35.25,35.25,4
0052,35.50,35.60,35.50,35.53,9
0052,35.66,35.66,35.53,35.53,2
0052,35.50,35.68,35.50,35.56,17
0052,35.54,35.54,35.54,35.54,10
0052,35.35,35.39,35.35,35.39,2
0052,35.66,35.73,35.55,35.55,60
0052,35.75,35.75,35.61,35.61,26
0052,35.88,36.25,35.88,36.25,14
0052,36.25,36.25,36.25,36.25,4
0052,35.96,36.00,35.53,35.78,74
0052,35.60,35.60,35.60,35.60,1
0052,35.82,35.82,35.82,35.82,2
0052,36.15,36.25,36.15,36.25,5
0052,36.58,37.00,36.58,36.92,157
0052,37.29,37.47,37.00,37.00,181
0052,37.80,37.80,36.85,36.93,10
0052,36.45,37.35,36.45,37.35,71
0052,36.91,36.91,36.82,36.82,10
0052,37.67,37.70,37.63,37.63,20
0052,37.33,37.33,37.16,37.20,65
0052,37.30,37.30,37.10,37.10,10
0052,37.36,37.40,37.11,37.11,37
0052,37.12,37.18,36.97,36.97,9
0052,36.70,36.70,36.41,36.41,31
0052,36.41,36.83,36.41,36.57,20
0052,36.33,36.33,36.33,36.33,20
0052,37.00,37.15,37.00,37.00,34
0052,37.34,37.80,37.34,37.80,44
0052,37.38,37.38,37.19,37.19,9
0052,37.23,37.80,37.23,37.80,13
0052,37.65,37.66,37.51,37.58,18
0052,38.13,38.35,37.95,38.34,53
0052,39.20,39.20,38.46,38.46,11
0052,38.50,38.50,38.05,38.05,45
0052,37.76,38.20,37.76,38.20,31
0052,38.41,38.61,38.39,38.61,28
0052,38.61,38.61,38.53,38.53,29
0052,38.51,38.79,38.43,38.56,52
0052,38.40,38.50,38.24,38.31,33
0052,38.31,38.33,38.31,38.33,6
0052,38.45,38.45,38.35,38.35,3
0052,38.99,39.00,38.48,38.50,10
0052,38.99,39.19,38.37,38.58,8
0052,38.58,39.00,38.58,39.00,56
0052,39.00,39.10,38.80,39.10,23
0052,39.20,39.30,38.91,39.30,23
0052,39.30,39.40,39.30,39.40,25
0052,39.50,39.50,38.80,39.07,36
0052,39.20,39.20,39.10,39.10,2
0052,38.20,39.09,38.00,39.09,30
0052,38.63,39.39,38.63,39.39,11
0052,39.39,39.39,38.40,38.40,3
0052,38.40,39.05,38.40,39.05,4
0052,39.45,39.45,39.20,39.20,30
0052,36.75,36.75,36.38,36.51,12
0052,36.51,36.76,36.50,36.70,15
0052,37.15,37.15,37.15,37.15,3
0052,36.74,36.74,36.74,36.74,3
0052,37.10,37.14,37.10,37.14,2
0052,37.14,37.14,36.45,36.45,12
0052,36.54,36.70,36.53,36.70,14
0052,36.75,37.45,36.70,37.01,61
0052,37.01,37.01,36.92,36.92,7
0052,37.35,37.35,37.03,37.03,12
0052,37.45,37.45,37.45,37.45,2
0052,37.43,37.50,37.04,37.04,5
0052,37.45,37.47,37.45,37.47,22
0052,37.95,37.98,37.95,37.98,2
0052,40.50,40.50,40.50,40.50,7
0052,40.50,40.50,40.05,40.05,5
0052,38.18,40.00,37.84,40.00,10
0052,38.50,38.57,38.10,38.57,9
0052,38.57,38.57,38.57,38.57,1
0052,38.57,38.57,38.57,38.57,0
0052,39.13,39.13,39.13,39.13,1
0052,39.11,39.11,38.12,38.12,3
0052,38.20,38.38,38.20,38.20,14
0052,38.20,38.55,38.20,38.42,11
0052,38.88,39.19,38.52,39.19,31
0052,39.20,39.20,38.51,38.83,28
0052,38.80,38.80,38.45,38.45,61
0052,38.40,38.57,38.40,38.47,105
0052,38.50,38.80,38.28,38.80,87
0052,38.30,38.69,38.30,38.67,114
0052,38.67,39.10,38.67,39.10,115
0052,38.92,39.20,38.90,39.20,17
0052,39.20,39.20,39.20,39.20,0
0052,38.61,38.91,38.59,38.59,23
0052,38.50,39.13,38.50,39.13,10
0052,39.18,39.18,39.18,39.18,1
0052,39.00,39.00,39.00,39.00,6
0052,39.40,39.50,39.40,39.50,2
0052,39.25,40.00,39.25,40.00,2
0052,39.98,39.98,39.50,39.66,12
0052,40.00,40.69,40.00,40.47,27
0052,40.98,41.32,40.34,41.19,20
0052,41.33,41.53,41.23,41.53,28
0052,41.10,41.55,41.10,41.48,20
0052,41.48,41.48,41.47,41.47,3
0052,41.14,41.14,40.89,40.89,29
0052,41.28,41.28,41.02,41.08,73
0052,41.01,41.01,40.74,40.74,2
0052,41.65,41.65,40.89,41.09,15
0052,41.38,41.38,41.18,41.18,8
0052,40.87,40.87,40.87,40.87,2
0052,39.90,40.02,39.75,40.02,130
0052,39.33,39.99,39.33,39.92,13
0052,39.96,40.25,39.96,39.99,9
0052,39.99,40.53,39.99,40.53,120
0052,40.74,40.74,40.47,40.60,10
0052,40.51,40.51,39.89,39.89,6
0052,40.01,40.01,39.75,39.75,22
0052,40.25,40.30,39.17,39.59,14
0052,39.59,39.59,39.59,39.59,1
0052,39.25,39.25,39.03,39.03,3
0052,38.54,41.27,38.49,41.27,5
0052,38.53,39.87,38.53,39.29,4
0052,39.87,39.87,38.89,38.89,4
0052,41.55,41.55,40.90,41.00,4
0052,41.35,41.35,38.80,38.90,11
0052,38.18,38.23,38.15,38.20,9
0052,38.60,39.10,38.56,39.10,9
0052,39.05,39.05,39.05,39.05,4
0052,39.95,39.95,39.60,39.60,3
0052,39.60,39.60,39.60,39.60,0
0052,39.43,39.43,39.31,39.31,2
0052,39.17,39.17,39.17,39.17,1
0052,39.72,40.35,39.72,40.05,72
0052,40.05,40.05,40.05,40.05,0
0052,40.05,40.05,40.05,40.05,0
0052,40.05,40.05,40.05,40.05,1
0052,40.90,40.93,40.90,40.93,2
0052,41.00,41.75,41.00,41.75,4
0052,40.83,40.86,40.06,40.25,8
0052,40.25,40.25,40.25,40.25,0
0052,40.11,40.11,40.11,40.11,7
0052,40.32,40.77,40.32,40.76,4
0052,40.65,40.68,40.35,40.48,21
0052,40.36,40.65,40.27,40.65,221
0052,40.65,40.65,40.15,40.15,21
0052,40.60,40.60,40.35,40.35,57
0052,40.50,40.50,40.25,40.25,6
0052,40.21,40.23,39.71,39.83,4
0052,40.25,40.25,39.74,39.74,9
0052,39.74,39.74,39.74,39.74,0
0052,39.32,39.37,39.32,39.37,2
0052,39.28,39.28,39.28,39.28,1
0052,39.29,39.29,39.02,39.02,8
0052,39.02,39.02,39.02,39.02,0
0052,39.46,39.46,39.46,39.46,0
0052,39.46,39.46,39.46,39.46,0
0052,41.55,41.55,38.92,38.92,4
0052,38.51,38.51,38.37,38.37,12
0052,40.95,40.95,38.08,38.08,3
0052,37.72,37.78,37.72,37.78,5
0052,37.82,37.92,37.82,37.82,5
0052,37.53,37.75,37.26,37.75,10
0052,38.11,38.11,38.11,38.11,1
0052,38.11,38.11,38.04,38.04,2
0052,38.62,38.62,38.62,38.62,2
0052,38.85,38.85,38.85,38.85,1
0052,38.67,38.67,38.57,38.57,8
0052,38.45,38.45,38.45,38.45,1
0052,38.45,38.45,38.45,38.45,0
0052,36.46,37.00,36.46,36.99,4
0052,37.05,37.05,36.92,36.92,3
0052,37.40,37.40,36.80,36.85,27
0052,36.85,36.85,36.85,36.85,4
0052,37.00,37.78,37.00,37.62,4
0052,37.87,37.87,37.87,37.87,3
0052,37.65,37.65,37.65,37.65,4
0052,38.37,38.40,38.37,38.40,2
0052,38.25,38.25,38.25,38.25,3
0052,38.25,38.25,38.25,38.25,0
0052,37.74,37.74,37.71,37.71,2
0052,37.74,38.32,37.73,38.30,7
0052,38.30,38.30,38.30,38.30,0
0052,38.30,38.30,38.30,38.30,0
0052,38.70,38.77,38.70,38.77,3
0052,39.51,39.67,39.51,39.52,7
0052,39.43,39.67,39.43,39.52,5
0052,39.53,39.53,39.53,39.53,1
0052,39.54,39.54,38.62,38.62,2
0052,38.65,39.22,38.65,39.22,3
0052,40.02,40.02,39.79,39.79,6
0052,39.47,40.00,39.47,39.95,6
0052,39.70,39.70,39.70,39.70,1
0052,39.90,39.90,39.90,39.90,1
0052,39.90,39.90,39.90,39.90,3
0052,40.00,40.00,39.75,39.75,4
0052,39.74,39.76,39.74,39.76,4
0052,40.00,40.00,40.00,40.00,5
0052,40.57,40.57,40.55,40.57,17
0052,40.57,40.57,40.57,40.57,0
0052,41.23,41.23,41.23,41.23,1
0052,41.04,41.04,40.84,40.84,15
0052,40.98,40.98,40.98,40.98,2
0052,41.29,41.50,41.23,41.45,11
0052,41.41,41.43,41.41,41.43,10
0052,41.11,41.11,41.11,41.11,2
0052,41.11,41.11,40.88,40.88,2
0052,40.94,41.27,40.90,41.27,11
0052,41.68,41.68,41.64,41.64,2
0052,41.60,41.60,41.39,41.39,2
0052,41.28,41.28,41.28,41.28,1
0052,41.21,41.21,41.21,41.21,2
0052,41.50,41.50,41.50,41.50,1
0052,40.80,40.80,40.80,40.80,1
0052,41.39,41.39,41.39,41.39,1
0052,40.20,40.21,40.20,40.21,5
0052,40.47,40.47,40.47,40.47,1
0052,40.12,40.12,39.48,39.48,5
0052,39.67,39.81,39.49,39.49,322
0052,39.68,40.70,39.68,40.70,8
0052,40.13,41.24,40.13,41.24,4
0052,41.25,41.38,41.14,41.14,4
0052,41.22,41.23,41.17,41.17,26
0052,41.23,41.30,41.17,41.30,37
0052,41.50,41.50,41.50,41.50,1
0052,41.70,41.70,41.40,41.40,3
0052,41.71,42.33,41.71,42.30,9
0052,42.08,42.14,41.84,42.13,72
0052,41.95,41.95,41.95,41.95,37
0052,41.84,42.00,41.61,42.00,41
0052,41.80,41.80,40.83,40.83,17
0052,41.03,41.07,40.94,41.07,27
0052,41.27,42.20,41.27,42.20,8
0052,42.00,42.00,41.67,41.67,8
0052,41.47,41.48,41.38,41.38,16
0052,41.12,41.34,41.12,41.31,5
0052,41.11,41.11,41.05,41.05,2
0052,41.25,41.25,41.25,41.25,1
0052,41.28,42.00,41.28,41.46,10
0052,41.66,41.96,41.66,41.93,7
0052,41.23,42.00,41.23,42.00,9
0052,42.21,42.45,42.21,42.22,11
0052,42.43,42.60,42.43,42.50,12
0052,42.71,43.29,42.71,43.05,169
0052,43.10,43.12,43.00,43.12,13
0052,43.33,43.35,43.32,43.32,4
0052,43.37,43.51,43.37,43.39,49
0052,43.18,43.21,42.90,43.12,197
0052,42.91,42.91,42.62,42.67,29
0052,42.82,42.82,42.44,42.51,31
0052,42.72,43.00,42.72,43.00,52
0052,43.21,43.41,43.21,43.32,31
0052,43.27,43.27,43.03,43.03,2
0052,42.90,42.90,42.82,42.82,4
0052,42.61,42.70,42.44,42.67,49
0052,42.47,42.47,42.14,42.14,18
0052,42.35,43.38,42.35,43.29,40
0052,43.30,43.32,43.27,43.32,8
0052,43.56,43.56,43.43,43.43,13
0052,43.64,44.17,43.64,43.95,38
0052,44.16,44.70,44.16,44.70,23
0052,44.48,44.48,44.07,44.07,7
0052,44.29,44.29,43.94,43.94,9
0052,43.94,44.06,43.70,43.92,7
0052,43.94,43.94,43.94,43.94,1
0052,43.95,43.95,43.90,43.90,4
0052,43.89,43.89,43.89,43.89,1
0052,43.68,43.68,43.24,43.24,11
0052,43.09,43.09,43.09,43.09,5
0052,43.07,43.33,43.07,43.33,3
0052,43.12,43.68,43.12,43.68,7
0052,43.75,43.75,43.75,43.75,1
0052,43.54,43.54,43.00,43.16,7
0052,43.37,43.69,43.37,43.46,7
0052,43.46,43.92,43.46,43.92,7
0052,44.13,44.24,44.13,44.24,3
0052,44.02,44.15,43.85,44.06,37
0052,44.16,44.16,44.16,44.16,5
0052,44.16,44.17,43.91,43.91,4
0052,44.06,44.06,43.74,43.74,4
0052,43.50,43.50,42.51,42.51,11
0052,42.45,42.46,41.90,41.90,54
0052,41.95,41.95,41.81,41.81,5
0052,42.01,42.01,42.00,42.01,5
0052,42.03,42.03,41.95,41.95,4
0052,42.15,42.36,42.15,42.36,5
0052,42.31,42.31,42.14,42.14,5
0052,42.13,42.13,41.71,41.71,6
0052,41.90,41.90,41.90,41.90,1
0052,42.26,42.26,42.10,42.15,24
0052,42.15,42.21,42.10,42.21,6
0052,42.04,42.04,41.82,41.82,4
0052,41.92,41.92,41.44,41.44,20
0052,41.64,42.19,41.64,42.19,5
0052,42.19,42.19,41.73,41.73,7
0052,41.53,41.53,41.24,41.44,6
0052,41.41,41.44,41.14,41.20,16
0052,41.40,41.60,41.40,41.56,3
0052,41.76,42.40,41.76,42.34,9
0052,42.55,43.30,42.55,43.26,15
0052,43.47,43.68,43.40,43.40,9
0052,43.61,43.61,43.23,43.23,10
0052,43.09,43.09,42.60,42.64,7
0052,42.41,42.41,42.30,42.30,2
0052,42.30,42.30,42.30,42.30,0
0052,42.09,42.09,42.03,42.03,5
0052,41.83,41.90,41.81,41.86,4
0052,41.75,41.75,41.75,41.75,2
0052,41.66,41.86,41.66,41.86,4
0052,42.06,42.07,41.45,41.45,6
0052,41.65,41.65,41.43,41.43,2
0052,41.63,41.90,41.63,41.90,5
0052,41.91,41.91,41.68,41.68,2
0052,41.69,41.69,41.45,41.45,5
0052,41.63,41.64,41.63,41.64,3
0052,41.56,41.76,41.56,41.70,9
0052,41.90,41.90,41.90,41.90,2
0052,41.90,41.90,41.43,41.43,6
0052,41.63,42.00,41.63,42.00,4
0052,41.84,41.90,41.70,41.70,4
0052,41.90,42.20,41.90,42.20,17
0052,41.99,42.18,41.99,42.18,30
0052,42.39,42.52,42.39,42.52,22
0052,42.39,42.40,42.26,42.27,19
0052,42.06,42.06,41.85,41.85,2
0052,41.65,41.85,41.65,41.76,3
0052,41.73,41.73,41.73,41.73,2
0052,41.53,41.53,40.80,40.80,5
0052,40.60,41.00,40.17,40.37,10
0052,40.22,40.22,40.22,40.22,1
0052,40.02,40.02,39.89,40.00,5
0052,39.98,40.07,39.98,40.07,4
0052,40.17,40.17,40.13,40.13,15
0052,40.33,40.35,40.33,40.34,16
0052,40.24,40.24,39.99,39.99,20
0052,40.01,40.01,39.57,39.57,4
0052,39.76,40.40,39.76,40.25,18
0052,40.25,40.25,40.25,40.25,0
0052,40.69,40.69,40.68,40.68,5
0052,40.88,41.00,40.88,41.00,2
0052,40.80,41.70,40.80,41.40,191
0052,41.60,41.80,41.60,41.60,90
0052,41.45,45.76,41.08,45.76,205
0052,49.46,49.46,41.19,41.56,26
0052,41.37,41.37,40.25,40.48,72
0052,40.46,41.88,40.46,41.86,42
0052,41.66,43.68,40.95,41.50,64
0052,41.31,43.30,39.81,43.30,122
0052,46.40,46.40,43.44,43.51,30
0052,43.72,43.72,42.15,42.15,16
0052,41.94,41.94,39.24,40.49,99
0052,40.49,40.49,38.51,39.34,44
0052,39.35,42.78,39.01,39.44,170
0052,39.63,39.82,39.31,39.49,111
0052,41.20,41.20,38.68,39.00,241
0052,39.18,39.69,38.81,38.99,79
0052,39.96,40.11,39.11,39.28,76
0052,39.29,39.59,38.58,38.58,19
0052,38.77,39.34,38.77,38.85,34
0052,39.11,39.46,38.32,38.48,25
0052,38.29,38.36,37.79,37.96,54
0052,39.95,39.95,37.86,37.86,15
0052,37.86,37.86,36.99,36.99,12
0052,37.17,37.35,37.17,37.17,7
0052,37.18,37.24,36.96,37.17,25
0052,37.40,37.74,37.40,37.63,10
0052,37.81,37.81,37.61,37.62,8
0052,37.46,37.46,36.77,36.77,5
0052,36.92,36.92,36.74,36.74,2
0052,36.52,36.52,36.22,36.41,5
0052,36.41,36.41,35.70,35.70,22
0052,35.69,35.69,35.69,35.69,2
0052,35.60,35.60,34.82,35.44,16
0052,35.61,36.24,35.42,35.67,19
0052,35.44,35.44,35.10,35.17,8
0052,35.33,36.08,35.33,35.38,20
0052,35.44,35.44,35.00,35.00,7
0052,34.86,34.86,34.48,34.50,22
0052,34.67,34.86,34.67,34.69,16
0052,34.60,34.60,34.00,34.07,7
0052,33.85,34.06,33.85,34.02,14
0052,34.02,34.02,33.25,33.25,7
0052,33.00,33.00,31.35,31.94,39
0052,31.40,33.17,31.40,33.15,136
0052,33.00,33.16,32.76,33.16,20
0052,33.32,33.59,33.32,33.50,13
0052,34.10,34.20,34.02,34.20,8
0052,34.20,34.33,34.07,34.33,7
0052,34.03,34.60,34.03,34.26,8
0052,34.03,34.27,33.94,34.27,6
0052,34.44,34.61,34.38,34.55,8
0052,34.72,34.75,34.17,34.17,20
0052,34.22,34.39,33.99,33.99,13
0052,34.15,34.19,34.15,34.19,3
0052,34.36,35.59,34.36,35.59,13
0052,35.50,35.50,35.33,35.33,4
0052,35.31,35.70,35.31,35.70,4
0052,35.99,35.99,35.62,35.68,4
0052,35.65,35.65,35.27,35.36,8
