Code,Open,High,Low,Close,Volumn
00713,30.45,30.75,30.12,30.75,11
00713,30.65,30.65,30.51,30.60,10
00713,30.42,30.59,30.42,30.45,11
00713,30.69,30.69,30.65,30.65,2
00713,30.70,30.75,30.70,30.75,14
00713,30.85,30.91,30.80,30.87,64
00713,29.97,30.66,29.97,30.56,19
00713,30.73,30.86,30.73,30.86,27
00713,30.87,30.94,30.83,30.86,25
00713,30.97,31.00,30.93,30.93,19
00713,31.00,31.00,30.93,30.93,4
00713,31.01,31.08,30.92,30.95,34
00713,30.95,30.95,30.83,30.88,8
00713,31.03,31.03,30.66,30.66,8
00713,30.70,30.70,30.70,30.70,4
00713,30.80,30.89,30.80,30.88,13
00713,30.84,30.84,30.84,30.84,2
00713,30.84,30.84,30.75,30.75,7
00713,30.59,30.59,30.30,30.44,18
00713,30.33,30.39,30.18,30.26,22
00713,30.33,30.34,30.12,30.12,177
00713,30.29,30.29,30.12,30.12,7
