Code,Open,High,Low,Close,Volumn
006203,31.33,31.66,31.33,31.66,40
006203,31.45,31.45,31.45,31.45,4
006203,31.45,31.45,31.45,31.45,0
006203,31.50,31.87,31.50,31.87,28
006203,31.87,31.87,31.87,31.87,0
006203,32.10,32.10,32.10,32.10,1
006203,32.25,32.25,32.25,32.25,4
006203,32.00,32.00,32.00,32.00,7
006203,32.00,32.15,32.00,32.15,22
006203,32.15,32.47,32.15,32.47,84
006203,32.60,32.65,32.60,32.65,6
006203,32.40,32.90,32.40,32.65,7
006203,32.85,33.00,32.85,33.00,2
006203,33.00,33.00,32.95,32.95,2
006203,33.30,33.30,32.97,32.97,10
006203,33.00,33.31,33.00,33.31,15
006203,33.30,33.30,33.20,33.30,7
006203,33.14,33.20,33.10,33.20,6
006203,33.20,33.65,33.20,33.65,10
006203,33.25,33.25,33.07,33.20,54
006203,33.04,33.26,33.03,33.26,16
006203,33.10,33.64,33.10,33.15,17
006203,32.99,33.09,32.99,33.09,35
006203,33.25,33.29,33.20,33.29,6
006203,33.29,33.29,32.63,32.95,40
006203,32.95,32.95,32.79,32.90,5
006203,32.74,32.74,32.45,32.45,6
006203,32.29,32.47,32.29,32.44,6
006203,32.28,32.28,32.18,32.22,10
006203,32.25,32.45,32.25,32.43,103
006203,32.35,32.50,32.35,32.50,21
006203,32.54,32.66,32.54,32.60,5
006203,32.44,32.44,31.85,32.09,10
006203,31.93,32.08,31.92,31.99,290124
006203,31.85,31.90,31.85,31.90,2
006203,31.94,31.94,31.56,31.60,7
006203,31.45,31.45,31.20,31.30,12
006203,31.33,31.37,31.22,31.22,18
006203,31.10,31.28,30.95,31.24,172
006203,31.24,31.37,31.24,31.37,34
006203,31.20,31.37,31.20,31.37,2
006203,31.52,31.83,31.52,31.83,4
006203,31.79,31.79,31.75,31.75,4
006203,31.67,31.67,31.57,31.60,11
006203,31.60,31.60,31.60,31.60,0
006203,31.64,31.70,31.35,31.38,40
006203,30.80,30.80,30.65,30.65,2
006203,30.65,30.67,30.65,30.67,5
006203,30.82,30.82,30.66,30.66,4
006203,30.39,30.63,30.24,30.63,105
006203,30.51,30.51,30.30,30.30,53
006203,30.58,30.76,30.51,30.76,40
006203,30.73,30.73,30.73,30.73,11
006203,30.88,31.24,30.88,31.24,6
006203,31.11,31.11,30.96,30.96,17
006203,30.78,30.78,30.78,30.78,1
006203,30.93,30.93,30.93,30.93,1
006203,31.08,31.38,31.08,31.38,6
006203,31.53,31.68,31.53,31.68,2
006203,31.68,31.68,31.51,31.51,4
006203,31.66,31.81,31.66,31.81,2
006203,31.98,32.11,31.98,32.10,7
006203,32.26,32.26,32.26,32.26,1
006203,32.21,32.21,31.92,32.07,62
006203,31.97,31.97,31.87,31.87,21
006203,31.71,31.73,31.71,31.73,8
006203,31.88,32.22,31.88,32.22,3
006203,32.22,32.33,32.22,32.33,10
006203,32.33,32.33,31.84,31.84,20
006203,31.84,32.02,31.84,32.00,12
006203,31.98,32.23,31.98,32.10,58
006203,31.93,31.93,31.86,31.86,2
006203,31.94,31.96,31.79,31.79,4
006203,31.97,32.28,31.97,32.28,4
006203,32.44,32.48,32.44,32.44,35
006203,32.62,32.62,32.62,32.62,1
006203,32.63,32.68,32.63,32.68,21
006203,31.90,31.99,31.84,31.99,7
006203,31.90,31.90,31.90,31.90,2
006203,32.07,32.30,32.07,32.30,88
006203,32.14,32.14,32.14,32.14,29
006203,31.98,31.98,31.09,31.95,17
006203,31.80,31.80,31.61,31.61,4
006203,32.00,32.00,31.85,31.85,2
006203,32.16,32.16,32.16,32.16,1
006203,32.01,32.01,31.94,31.94,2
006203,31.92,31.93,31.90,31.90,3
006203,31.71,31.71,31.71,31.71,1
006203,31.58,31.58,31.34,31.34,3
006203,31.19,31.19,31.19,31.19,8
006203,31.34,31.34,31.34,31.34,1
006203,31.07,31.07,31.06,31.06,18
006203,31.06,31.06,31.06,31.06,1
006203,31.00,31.00,30.49,30.49,14
006203,30.64,30.64,30.54,30.54,2
006203,30.69,31.32,30.69,31.15,21
006203,31.30,31.52,31.30,31.52,3
006203,31.64,31.68,31.64,31.68,18
006203,31.73,31.73,31.73,31.73,1
006203,31.71,31.71,31.71,31.71,1
006203,31.71,31.71,31.71,31.71,0
006203,31.86,31.86,31.80,31.80,3
006203,31.95,32.22,31.95,32.22,7
006203,32.27,32.27,32.27,32.27,1
006203,32.11,32.11,32.11,32.11,1
006203,31.95,31.95,31.75,31.91,5
006203,31.76,31.76,31.17,31.17,8
006203,31.17,31.17,31.17,31.17,0
006203,31.32,32.00,31.32,32.00,8
006203,31.82,31.82,31.82,31.82,1
006203,31.67,31.76,31.67,31.69,14
006203,31.84,31.84,31.84,31.84,1
006203,31.69,31.69,31.50,31.51,31
006203,31.66,31.66,31.51,31.51,2
006203,31.89,31.89,31.50,31.50,8
006203,31.65,31.97,31.65,31.85,6
006203,31.99,32.01,31.99,32.01,2
006203,32.17,32.22,32.17,32.22,8
006203,32.43,32.43,32.43,32.43,1
006203,32.59,32.91,32.59,32.91,6
006203,32.88,32.90,32.88,32.90,10
006203,33.06,33.07,33.00,33.02,6
006203,32.93,33.05,32.93,33.04,37
006203,32.88,32.88,32.88,32.88,1
006203,32.72,32.72,32.72,32.72,1
006203,32.56,32.56,32.55,32.55,2
006203,32.71,32.87,32.71,32.87,2
006203,33.01,33.10,33.01,33.10,4
006203,32.94,32.98,32.84,32.84,39
006203,32.90,32.90,32.82,32.82,5
006203,32.74,32.80,32.64,32.80,5
006203,32.64,32.64,32.64,32.64,1
006203,32.80,33.06,32.80,33.05,13
006203,32.89,33.00,32.84,33.00,3
006203,33.19,33.29,33.19,33.29,3
006203,33.46,33.62,33.46,33.62,2
006203,33.65,33.84,33.65,33.80,50
006203,33.65,33.70,33.45,33.61,11
006203,33.67,33.70,33.48,33.48,31
006203,33.40,33.49,33.25,33.49,48
006203,33.44,33.48,33.44,33.48,29
006203,33.48,33.48,33.48,33.48,0
006203,33.28,33.37,33.28,33.37,2
006203,33.21,33.26,33.10,33.26,21
006203,33.22,33.22,32.95,32.95,4
006203,33.11,33.11,33.11,33.11,1
006203,33.27,33.27,33.27,33.27,1
006203,33.43,33.43,33.43,33.43,1
006203,33.25,33.25,33.14,33.14,3
006203,33.31,33.34,33.15,33.15,24
006203,33.23,33.50,33.23,33.50,8
006203,33.66,33.83,33.66,33.83,5
006203,33.83,33.84,33.74,33.74,8
006203,33.86,33.88,33.86,33.88,3
006203,33.81,33.81,33.81,33.81,1
006203,33.65,33.65,33.56,33.56,10
006203,33.40,33.40,33.24,33.26,3
006203,33.10,33.10,32.81,32.89,12
006203,32.84,32.89,32.72,32.72,52
006203,32.88,32.88,32.88,32.88,1
006203,32.88,32.88,32.72,32.79,38
006203,32.95,33.12,32.95,33.12,2
006203,33.26,33.33,33.20,33.20,9
006203,32.98,32.98,32.98,32.98,1
006203,33.22,33.38,33.19,33.19,3
006203,33.30,33.34,33.26,33.34,25
006203,33.38,33.38,33.38,33.38,2
006203,33.36,33.36,33.36,33.36,1
006203,33.20,33.20,32.80,32.81,18
006203,32.84,33.33,32.84,33.33,6
006203,33.03,33.03,33.03,33.03,1
006203,32.87,32.95,32.77,32.95,9
006203,32.95,32.95,32.95,32.95,0
006203,33.11,33.33,33.11,33.33,4
006203,33.52,34.14,33.52,34.14,58
006203,34.32,34.68,34.32,34.49,6
006203,34.66,34.88,34.66,34.80,17
006203,34.63,34.63,34.50,34.50,48
006203,34.67,34.67,34.29,34.29,3
006203,34.12,34.13,33.99,33.99,80
006203,34.03,34.24,34.00,34.24,6
006203,34.06,34.08,34.06,34.08,2
006203,33.91,34.02,33.85,34.02,19
006203,34.02,34.02,33.67,33.67,3
006203,33.67,33.67,33.67,33.67,0
006203,33.87,33.87,33.71,33.71,4
006203,33.66,33.66,33.56,33.56,4
006203,33.72,33.88,33.72,33.72,3
006203,33.53,33.53,33.37,33.37,2
006203,33.21,33.23,33.21,33.23,2
006203,33.23,33.25,33.23,33.25,2
006203,33.41,33.96,33.41,33.96,5
006203,33.79,33.79,33.65,33.65,9
006203,33.49,33.49,33.33,33.33,2
006203,33.52,33.64,33.52,33.64,2
006203,33.61,33.61,33.61,33.61,1
006203,33.74,33.92,33.60,33.73,21
006203,33.90,33.90,33.90,33.90,1
006203,33.90,33.90,33.90,33.90,0
006203,33.83,33.83,33.83,33.83,1
006203,33.55,33.55,33.38,33.38,2
006203,33.38,33.38,33.38,33.38,0
006203,33.39,33.39,33.37,33.37,2
006203,33.21,33.21,32.51,32.51,6
006203,32.51,32.51,32.42,32.48,7
006203,32.30,32.61,32.27,32.61,4
006203,32.45,32.45,32.28,32.28,2
006203,32.45,32.60,32.45,32.60,3
006203,32.44,32.70,32.18,32.70,14
006203,32.54,32.71,32.31,32.71,149
006203,32.60,32.60,32.52,32.57,7
006203,32.41,32.41,32.30,32.39,10
006203,32.39,32.39,32.22,32.39,19
006203,32.39,32.42,32.34,32.42,6
006203,32.64,32.87,32.64,32.87,2
006203,33.02,33.12,33.00,33.03,8
006203,33.00,33.07,32.84,33.07,5
006203,33.23,33.37,33.23,33.37,2
006203,33.35,33.35,33.35,33.35,1
006203,33.19,33.19,32.12,32.71,12
006203,32.56,33.17,32.56,33.06,9
006203,33.23,33.32,33.23,33.32,2
006203,33.32,33.32,33.32,33.32,3
006203,33.15,33.26,33.01,33.26,3
006203,33.13,33.14,32.97,32.97,35
006203,33.19,33.19,32.95,32.95,6
006203,32.75,32.75,31.84,32.00,11
006203,31.85,31.85,31.50,31.77,6
006203,31.92,32.25,30.00,32.25,5
006203,32.25,32.30,32.25,32.30,2
006203,32.25,32.48,32.25,32.48,102
006203,32.56,32.56,32.46,32.46,3
006203,32.51,32.51,32.35,32.51,3
006203,32.32,32.32,32.16,32.28,5
006203,32.52,32.52,32.52,32.52,1
006203,32.36,32.36,31.60,32.16,21
006203,33.28,33.28,31.62,31.62,12
006203,31.77,31.77,31.54,31.63,14
006203,31.49,32.79,30.96,30.96,18
006203,31.05,31.05,31.03,31.03,7
006203,30.88,30.98,30.75,30.98,3
006203,31.13,31.37,31.13,31.37,4
006203,33.48,33.48,31.18,31.48,17
006203,31.33,31.33,30.59,31.28,13
006203,34.15,34.15,30.75,30.94,37
006203,30.79,30.86,30.79,30.86,5
006203,30.74,31.01,30.45,30.58,8
006203,30.57,32.00,30.36,30.51,29
006203,30.41,30.50,30.41,30.50,2
006203,30.86,32.45,29.89,30.40,20
006203,30.25,30.90,29.77,29.84,15
006203,29.94,30.04,29.88,29.97,6
006203,32.45,32.45,29.91,29.91,65
006203,29.77,29.77,29.39,29.56,9
006203,29.77,29.83,29.02,29.67,34
006203,29.53,29.53,29.00,29.00,39
006203,29.00,30.50,28.39,28.99,279
006203,28.85,28.94,28.09,28.09,47
006203,27.95,28.43,26.40,26.79,574
006203,26.92,28.88,26.92,28.13,286
006203,27.20,28.20,27.20,28.14,16
006203,28.28,29.21,27.54,28.55,84
006203,27.72,29.24,27.72,29.24,7
006203,29.04,29.97,28.81,29.97,52
006203,29.83,29.83,28.90,29.10,154
006203,28.93,29.37,28.93,29.19,9
006203,29.30,29.47,28.95,29.47,164
006203,29.32,29.32,28.89,29.05,154
006203,28.92,29.16,28.66,28.93,9
006203,28.79,29.00,28.68,28.98,138
006203,29.12,30.17,28.25,30.17,54
006203,29.95,29.97,29.86,29.97,10
006203,28.78,30.15,28.78,30.15,23
006203,30.01,30.16,29.71,30.16,12
006203,30.01,30.01,29.75,29.90,26
